class,conversation
일반,최근에 기후 변화 관련 책 읽었는데 흥미로웠어 어떤 내용인데? 기후 변화의 원인과 해결책을 다루고 있었어. 우리가 실천해야 할 작은 행동들이 많이 소개되어 있었지 정말 유익하겠다!
일반,"나 어제 다큐멘터리 봤는데, 북극곰이 너무 불쌍하더라. 왜? 얼음이 녹아서 사냥할 곳이 없대. 맞아, 지구 온난화 심각해. 우리도 일회용품 줄이는 것부터 실천해야겠어. 나도 텀블러랑 에코백 챙기려고. 그래, 작은 실천이 모이면 큰 변화가 될 거야."
일반,너 물고기 키우는 거 어때? 재밌어 보이던데. 응 나 베타 키우는데 꽤 재밌어. 베타? 그거 싸움고기 아냐? 맞아 화려하고 예뻐. 근데 수컷끼리는 싸워서 따로 키워야 해. 아 그렇구나. 관리하기 어렵진 않아? 그냥 정기적으로 물 갈아주고 먹이 주면 돼. 생각보다 쉽네. 응 초보자한테 좋은 것 같아. 그럼 나도 한번 도전해볼까?
일반,오빠 이번 주말에 등산 갈까? 어디로 갈 생각이야? 북한산 어때? 좋지. 거기 화강암 바위 멋있더라. 응 풍화작용으로 만들어진 거래. 와 재밌겠다. 근데 날씨는 어때? 맑대. 단풍도 예쁠 것 같아. 좋다. 꼭 가자. 응 사진 많이 찍어야지.
일반,요즘 가뭄이 심각하다던데 맞아 물 절약해야 한대 어떻게 하면 좋을까? 양치할 때 컵 사용하고 샤워 시간 줄이는 것부터 시작하면 어떨까 그래 그리고 빗물 저금통 설치하는 것도 좋대 오 그거 괜찮네 한번 알아봐야겠어
일반,여보세요? 네 교수님. 이번 지질 조사 결과 정리됐나요? 네 방금 끝냈습니다. 특이한 점은? 이 지역 단층이 예상보다 깊어요. 지진 위험성은 어때? 크진 않지만 주의가 필요해요. 알겠어. 보고서에 상세히 기록해. 네 알겠습니다. 다음 주 발표 준비도 해놔. 네 준비하겠습니다 교수님.
일반,"요즘 전기차 관심 있던데 너도 알아봤어? 응, 근데 충전소가 많지 않아서 고민이야. 그치. 아직은 충전 인프라가 부족하긴 해. 그래도 기름값도 아끼고 친환경이라 좋긴 하잖아. 응. 장기적으로 보면 전기차가 대세가 될 거 같아. 그래서 요즘 보조금 지원도 많더라. 그럼 좀 더 알아보고 결정해야겠다. 응, 한 번 전기차 시승도 해보면 좋을 듯!"
일반,과장님 우리 회사 친환경 경영 방침 좀 강화해야 할 것 같아요 어떤 점에서요 최근 환경 규제가 강화되고 있잖아요 우리도 선제적으로 대응해야 할 것 같아요 음 구체적으로 어떤 방안을 제안하고 싶나요 우선 에너지 효율을 높이고 폐기물 관리를 체계화하는 거죠 비용이 많이 들 텐데 장기적으로 보면 비용 절감 효과가 있을 거예요 그리고 기업 이미지도 좋아질 거고요 일리 있네요 구체적인 계획을 세워보세요 네 알겠습니다 최선을 다해 준비하겠습니다
일반,요즘 집에서 실내 정원 가꾸는 게 유행이래 진짜? 나도 해볼까 고민 중이야 좋은 것 같아 공기 정화에도 좋고 힐링도 되고 맞아 식물 키우면서 환경에 대해 더 관심 갖게 되더라 그럼 주말에 같이 화분 사러 갈까?
일반,언니 요즘 기후 변화 때문에 걱정돼 그러게 날씨가 너무 극단적으로 변하는 것 같아 맞아 우리가 일상에서 할 수 있는 게 뭐가 있을까? 음 일회용품 줄이기나 대중교통 이용하기 같은 거? 그것만으로 충분할까? 작은 실천이 모이면 변화를 만들 수 있을 거야 그래 나도 노력해볼게 함께하면 더 큰 힘이 될 거야
일반,너희 집 근처에 공원 생겼다는 소식 들었어? 응! 나도 들었어. 조경이 잘 되어 있어서 산책하기 좋다고 하더라. 진짜? 언제 가볼까? 주말에 같이 가면 좋겠네. 좋아! 바람 쐬면서 걷는 것도 좋겠다. 그리고 벤치에서 쉬기도 하고. 맞아. 자연 속에서 힐링할 수 있을 것 같아서 기대돼.
일반,너 저번에 갔던 계곡 물이 엄청 맑다고 했잖아 응 진짜 깨끗했어 어떻게 그렇게 깨끗한 거지 마을 주민들이 계곡 정화 활동을 꾸준히 한대 대단하다 그 덕분에 토종 물고기도 많이 돌아왔대 생태계가 살아나는 거네 맞아 우리도 다음에 놀러 가면 쓰레기 안 버리고 깨끗이 치우고 와야겠다 당연하지 자연을 보호하는 건 우리의 책임이야
일반,너네 집 반려식물 잘 크고 있어? 응 근데 물 주는 걸 자꾸 까먹어서 걱정이야 너 자동 물 주는 화분 하나 사보는 거 어때? 오 그런 것도 있어? 응 일정 시간마다 물을 주는 시스템이 있대 괜찮네 나도 한번 찾아봐야겠다 식물 키우는 거 진짜 힐링되더라 맞아 집안 공기도 정화되고 분위기도 좋아져
일반,이번에 전기차 산다며? 응 그래 환경도 생각하고 연료비도 아낄 수 있어서. 근데 충전소는 어떻게 할 거야? 아 그거 요즘 많이 늘어나고 있어서 괜찮더라고. 집에다 완속 충전기 설치할까 고민 중이야. 오 그래? 설치비용은 많이 들어? 생각보다 안 비싸더라고. 정부 지원금도 있어서 부담 없어. 아 그렇구나. 나도 다음에 차 바꿀 때 전기차 고려해봐야겠다.
일반,너희 집 앞에 있는 나무가 너무 예쁘지 않아? 응! 특히 봄에는 꽃이 만발해서 정말 아름다워. 가끔 그 아래서 책 읽으면 너무 좋겠더라. 맞아! 그늘 아래에서 독서하는 건 정말 힐링이지.
일반,너 요즘 바다에서 플라스틱 쓰레기 문제 심각하대 진짜 어떻게 알았어 뉴스에서 봤어 바다거북이 비닐봉지 먹고 죽은 거 봤어 충격적이더라 맞아 나도 그거 봤어 너무 안타까웠지 우리도 일회용품 줄이고 분리수거 잘하는 게 중요할 것 같아 맞아 작은 노력이라도 하면 도움이 될 거야 다음에 해변 청소 봉사활동 한번 같이 갈래 좋아 꼭 가자
일반,어제 우리 동네 보호수에 대해 알게 됐어. 아 정말? 어떤 나무야? 우리 동네 중심에 있는 500년 된 느티나무래. 와 대단하다. 500년이나 됐다니. 그래 마을의 역사와 함께한 나무라고 해. 그 나무에 얽힌 이야기가 있을 것 같아. 응 나무 아래에서 마을 회의도 하고 그랬대. 정말 흥미롭다. 다음에 그 나무 보러 가자.
일반,여보 우리 집 수돗물에서 이상한 냄새가 나는 것 같아요 정말요 언제부터 그랬어요 어제부터 눈치챘어요 물 끓여 마시는 게 좋겠죠 네 당분간 그렇게 하는 게 좋겠어요 수도사업소에 신고해볼까요 그래요 내일 아침 일찍 연락해보죠 혹시 수질오염일까 걱정되네요 너무 걱정 마세요 금방 해결될 거예요
일반,여보 이번에 나온 친환경 세제 써봤는데 좋더라고요 그래요? 세척력은 괜찮아요? 응 생각보다 깨끗하게 잘 닦여 게다가 환경호르몬 걱정 없어서 좋아 그렇군요 가격은 좀 비싸지 않나요? 조금 비싸긴 한데 건강이랑 환경 생각하면 괜찮은 것 같아요 그럼 다음부터 그걸로 바꿔볼까요? 좋아요 애들한테도 좋을 것 같아요
일반,너희 집 창문 단열은 어때? 우리 집은 겨울에 너무 추워서. 아 우리 집은 작년에 이중창으로 바꿨어. 효과 좋아? 응 확실히 달라. 난방비도 줄고 실내 온도도 훨씬 따뜻해졌어. 와 그거 좋다. 설치비용은 많이 들었어? 좀 들긴 했지만 장기적으로 보면 이득일 것 같아. 음 나도 고민해봐야겠다. 어느 업체에 맡겼어?
일반,"우리 동네 공원에 나무 심기 행사 있다던데, 같이 갈래? 와, 너무 좋은데? 언제야? 이번 주 토요일! 나무 심고 이름표도 달 수 있대. 진짜? 그러면 내가 심은 나무가 잘 자라는지도 볼 수 있겠네. 맞아, 의미도 있고 자연도 보호할 수 있어. 좋아! 같이 가자!"
일반,요즘 미세먼지 때문에 환기하기 힘들지 않아? 맞아 나도 그게 고민이야. 그래서 나는 공기청정기를 사용하고 있어. 오 괜찮아? 전기세는 많이 나오지 않아? 생각보다 많이 안 나와. 에너지 효율이 좋은 제품으로 골랐거든. 아 그렇구나. 나도 사야 할 것 같아. 어떤 브랜드 추천해? 나는 ○○ 브랜드 쓰는데 꽤 만족해.
일반,이번 여름 전기세 얼마 나왔어? 나는 20만원 넘게 나왔어. 헉 나는 15만원 정도였어. 어떻게 그렇게 적게 나왔어? 나는 에어컨 타이머 자주 써. 그리고 커튼으로 햇빛 차단해. 오 그런 방법이 있었구나. 나도 해봐야겠다. 응 해봐. 생각보다 효과가 좋을 거야.
일반,너 탄소중립이 뭔지 알아 음 들어본 것 같은데 정확히는 모르겠어 간단히 말하면 온실가스 배출량을 줄여서 실질적인 배출량을 0으로 만드는 거야 아 그렇구나 근데 그게 왜 중요한데 지구 온난화를 막기 위해서 꼭 필요해 우리나라도 2050년까지 탄소중립을 목표로 하고 있어 와 그렇구나 우리도 뭔가 할 수 있는 게 있을까 응 에너지 절약이나 대중교통 이용 같은 작은 실천부터 시작하면 돼 그래 나도 노력해봐야겠다
일반,"태양광 패널 설치할까 고민 중이야. 오, 그거 하면 전기세 절약된다고 하던데? 맞아. 근데 설치비가 좀 비싸서 고민이야. 장기적으로 보면 돈 아낄 수 있긴 하잖아. 그치. 정부 지원금 같은 것도 한 번 알아봐야겠다. 응, 요즘 친환경 에너지가 대세니까 투자할 가치 있을 듯. 너도 관심 있으면 같이 알아볼래? 좋지! 우리 이번 주말에 관련 업체 상담 받아보자."
일반,"비 오는 날 개구리 많이 보이던데, 너도 본 적 있어? 어, 맞아. 비 오면 도로에 나와서 위험할 때도 많아. 예전에 개구리 구조해서 풀숲에 놔준 적 있어. 진짜 착하다! 요즘은 환경 보호 때문에 도로에 개구리 이동할 수 있는 터널도 만든대. 오, 진짜? 좋은 아이디어네."
일반,여보 우리 집에 태양광 패널 설치하는 거 어때요? 음 괜찮은 생각 같은데 비용이 얼마나 들까요? 초기 비용은 좀 들겠지만 장기적으로 전기세를 절약할 수 있을 거예요 그렇군요 환경에도 좋고 경제적으로도 이득이 될 것 같아요 맞아요 정부 보조금도 있다고 하니 한번 알아보는 게 어떨까요? 좋아요 이번 주말에 태양광 업체에 문의해볼게요
일반,"강아지 유기 문제 심각하대. 맞아, 길에서 발견되는 애들이 너무 많아. 키울 때 신중해야 하는데... 사람들 책임감이 부족한 것 같아. 맞아, 반려동물도 가족이니까 끝까지 책임져야지. 우리도 입양 고려해보자."
일반,오늘 바람도 선선하고 하늘도 예뻐서 기분이 좋아 응 이런 날엔 자전거 타러 가고 싶다 그러게 우리 한강 가서 탈까? 좋아 요즘 공기도 깨끗해서 나들이하기 딱이야 맞아 봄인데도 미세먼지가 적어서 다행이야 그러게 작년엔 황사도 심했는데 올해는 좀 덜한 것 같아 그러니까 이런 날을 즐겨야 해
일반,여보 우리 집 정원에 빗물 저장 탱크 설치하는 거 어때요? 빗물 저장 탱크요? 그게 뭐예요? 비 올 때 빗물을 모아뒀다가 정원에 물 주는 데 쓰는 거예요 아 그렇군요 물도 절약되고 좋겠어요 맞아요 수도세도 줄일 수 있을 것 같아요 근데 설치하기 쉬울까요? 전문가한테 문의해보면 될 것 같아요 그래요 한번 알아보죠
일반,고슴도치 키워본 적 있어? 아니 근데 관심 있어. 귀엽던데. 맞아 엄청 귀여워. 근데 가시 때문에 조심해야 해. 아 그렇구나. 손으로 만져도 돼? 응 조심스럽게 쓰다듬으면 돼. 익숙해지면 괜찮아져. 그렇구나. 먹이는 뭘 주는데? 주로 고슴도치 전용 사료랑 가끔 과일이나 채소도 줘. 곤충도 주나? 응 가끔 밀웜 같은 거 줘. 단백질 보충용으로. 재밌겠다. 나도 키워볼까?
일반,아침엔 쌀쌀하더니 낮에는 엄청 덥네 그러게 일교차가 너무 심해서 옷 입기 애매해 맞아 그래서 나는 아침엔 가디건 입고 낮에는 벗어 응 나도 그렇게 하는데 그래도 감기 조심해야 해 요즘 환절기라서 목도 건조하고 감기 걸리기 쉬워 그러게 물 자주 마시고 건강 잘 챙기자
일반,요즘 에너지 가격이 자꾸 오르는 것 같아 걱정이야. 맞아 나도 느꼈어. 어떻게 하면 좋을까? 에너지 효율이 높은 가전제품으로 바꾸는 건 어때? 음 그것도 좋은 방법이겠다. 근데 한 번에 다 바꾸기는 좀 부담스러울 것 같아. 그럼 하나씩 천천히 바꿔나가는 건 어때? 그래 그렇게 해볼게. 냉장고부터 바꿔볼까 생각 중이야.
일반,여보 우리 집 에어컨 너무 오래됐는데 새로 사는 게 어때? 음 에너지 효율이 좋은 걸로 사야겠네 맞아요 전기세도 아끼고 환경에도 좋을 것 같아요 근데 가격이 좀 비싸지 않을까? 초기 비용은 들겠지만 장기적으로 보면 이득일 거예요 그래요 이번 주말에 매장에 가서 알아볼까요? 좋아요 에너지 등급 높은 제품으로 찾아봐요
일반,선배님 이번에 회사에서 해양 정화 봉사활동 간다면서요 네 맞아요 다음 주 토요일에 갈 예정이에요 저도 참여하고 싶은데 어떻게 신청하나요 인사팀에 연락하시면 됩니다 아직 자리 있을 거예요 감사합니다 꼭 신청할게요 해변에서 뭘 주로 하나요 주로 플라스틱 쓰레기를 주워요 간단한 작업이지만 보람 있어요 네 기대되네요 함께 환경을 지키는 좋은 기회가 될 것 같아요
일반,너 햄스터 키운다며? 어때? 응 진짜 귀여워. 밤에 활동적이라 재밌어. 그래? 우리 집 고양이는 낮에 활동적인데. 동물마다 다르구나. 햄스터 케이지는 어떤 걸로 샀어? 큰 거로 샀어. 놀이기구도 많이 넣어줬어. 오 잘했네. 운동량 많은 편이야? 응 쳇바퀴에서 엄청 뛰어다녀. 귀엽겠다. 다음에 한번 구경가도 돼?
일반,우리 동네에 새로 생긴 카페가 식물 카페래 식물들이 엄청 많다고 해 진짜? 가보고 싶다! 분위기가 좋을 것 같아 응 그리고 그 카페에서는 커피를 마시면서 식물 관리 방법도 배울 수 있대 완전 좋은 정보네! 나중에 같이 가자 그래! 식물들도 보고 커피도 마시고 힐링하자
일반,여보세요 박 주임님 네 과장님 무슨 일이세요? 다음 주 회의 자료 준비할 때 종이 사용을 줄이는 방안 좀 생각해봐요 아 네 태블릿으로 회의 자료 공유하는 건 어떨까요? 좋은 생각이네요 다른 아이디어 있나요? 양면 인쇄하고 메모는 재활용 종이 쓰는 것도 좋을 것 같아요 좋습니다 그렇게 준비해주세요 네 알겠습니다
일반,이번에 우리 동네 공원에 나무 심는 행사 한대. 진짜? 언제야? 이번 주 토요일이래. 같이 갈래? 좋아! 재미있겠다. 나무 심으면 미세먼지도 줄일 수 있대. 오 그렇구나. 지구온난화에도 도움되겠다. 맞아 산소도 더 많이 만들고. 우리가 심은 나무 크는 거 보면 뿌듯하겠다. 그러게. 다음 세대를 위해서 좋은 일이야. 토요일에 만나자!
일반,꽃이 피는 계절이 제일 좋아! 맞아. 특히 봄에는 색깔도 다양하고 너무 예뻐. 응! 벌들도 열심히 꽃가루 옮기잖아. 그래서 벌이 줄어들면 생태계도 위험해진대.
일반,지난번 회의에서 회사 탄소 중립 얘기 나왔잖아 응 재활용률도 높이고 에너지 효율도 개선하자고 했지 직원들 아이디어 공모전도 하면 좋을 것 같아 좋은 생각이야 다 같이 참여하면 더 효과적일 거야
일반,엄마 우리 동네 앞 하천이 많이 더러워진 것 같아 그러게 예전엔 물고기도 많았는데 이젠 거의 안 보이더라 우리가 뭔가 할 수 있는 게 없을까 음 동네 주민들이랑 하천 정화 캠페인을 해보는 건 어때 좋은 생각이야 어떻게 시작하면 좋을까 먼저 동네 게시판에 글 올리고 참여할 사람 모집해볼까 그래 나도 친구들한테 얘기해볼게 우리 노력으로 하천이 깨끗해지면 좋겠다
일반,오늘 너무 덥지 않아? 아직 봄인데 벌써 여름 같아 그러게 요즘 이상기온이 계속되는 것 같아 맞아 작년보다 더 빨리 더워진 느낌이야 지구온난화 때문인 걸까? 응 온실가스 증가로 날씨가 점점 더 극단적으로 변하는 것 같아 그래서 우리도 작은 실천이라도 해야 해 예를 들어? 에어컨 사용 줄이고 선풍기 활용하는 것도 방법이지
일반,여보 우리 텃밭 흙이 이상해. 어떻게 이상해? 식물이 잘 안 자라. 토양 검사해볼까? 어떻게 해? 키트로 할 수 있대. 그래? 한번 해보자. 성분이 부족하면 어쩌지? 퇴비를 넣으면 돼. 산성이면? 석회를 좀 뿌리면 된대. 알았어. 내일 사와서 해보자.
일반,여보 우리 집에 음식물 처리기 설치하는 거 어때요 갑자기 그건 왜요 음식물 쓰레기 처리가 번거롭기도 하고 환경에도 좋을 것 같아서요 흠 비용이 많이 들지 않을까요 생각보다 합리적이에요 장기적으로 봤을 때 이득일 거예요 그래요 어떤 장점이 있나요 악취도 줄이고 음식물 쓰레기 양도 90% 이상 줄일 수 있대요 오 그거 괜찮네요 한번 알아보죠 좋아요 내일 제품 비교해볼게요
일반,지훈아 너네 회사 친환경 건물로 이사 갔다며? 어 맞아 신기하더라 어떤 점이 제일 인상적이었어? 옥상 정원이랑 빗물 재활용 시스템? 우와 빗물도 재활용한다고? 응 화장실이랑 정원에 쓴대 멋지다 에너지 효율은 어때? LED 조명에 단열 잘 돼서 전기세가 많이 절약된대 부럽다 우리 회사도 그랬으면 좋겠어
일반,이번에 회사에서 친환경 캠페인 한다던데 뭐하는 건데? 일회용품 줄이기랑 전자 영수증 사용하기 같은 거 오 괜찮은데? 맞아 직원들 호응도 좋대 나도 동참해야겠다 좋은 생각이야 작은 변화가 큰 영향을 미칠 수 있으니까
일반,"요즘 우리 집 화분들 상태가 안 좋아. 물 너무 자주 주는 거 아냐? 그런가? 흙이 자꾸 말라서 계속 줬는데. 너무 많이 주면 뿌리 썩는다던데. 아, 그러네. 다음엔 조절해서 줘야겠다. 그리고 햇빛도 잘 들게 해 줘야 해. 요즘 식물 키우는 거 힐링 된다던데, 너도 해볼래? 한번 도전해 봐야겠다!"
일반,오늘 엄청 춥다 그러게 갑자기 겨울이 온 것 같아 맞아 어제까지만 해도 따뜻했는데 기온이 확 떨어졌어 그러니까 요즘 날씨 너무 변덕스러워 그래서 감기 조심해야 해 응 나도 목도리랑 장갑 챙겨야겠다 맞아 따뜻하게 입고 다니자
일반,"전기차 살까 고민 중이야. 오, 전기차 좋지! 유지비도 적게 들잖아. 그치, 근데 충전소가 많지 않아서 고민돼. 요즘은 충전소도 점점 늘어나고 있던데? 그래도 아파트에 충전기 없으면 좀 불편할 것 같아. 맞아, 설치 가능한지도 확인해봐야겠네. 그래도 친환경적이라 고민할 만하지. 응, 한번 자세히 알아봐야겠어."
일반,수진아 이번 주말에 같이 친환경 마켓 갈래? 친환경 마켓? 거기서 뭘 파는데? 친환경 제품이랑 유기농 식품 같은 거 판대 재밌겠다 근데 가격이 비싸지 않을까? 조금 비싸긴 한데 건강에도 좋고 환경에도 좋잖아 그렇긴 하지 뭐 한번 가보자 언제 갈까? 토요일 오후 어때? 좋아 기대된다
일반,엄마 학교에서 지하수 고갈 문제에 대해 배웠어 그래 어떤 내용이었니 사람들이 물을 너무 많이 쓰니까 지하수가 줄어든대 그렇구나 우리도 물을 아껴 써야겠다 맞아 양치할 때 컵에 물 받아쓰기로 했어 정말 잘했어 빨래나 설거지할 때도 물을 아껴 쓰면 좋겠어 알겠어 엄마 나 환경지킴이 스티커 받았어 우와 정말 대단하다 앞으로도 환경을 생각하는 좋은 습관 가지자
일반,너 탄소 발자국이 뭔지 알아? 응 우리가 일상생활에서 배출하는 이산화탄소의 양이잖아 맞아 너는 줄이려고 노력해? 가끔 장바구니 사용하는 정도? 난 채식도 자주 하고 재활용도 열심히 해 우와 대단한데? 나도 그렇게 해볼까? 응 해봐 생각보다 어렵지 않아 고마워 조언해줘서 다음에 같이 채식 레스토랑 가자
일반,얼마 전 뉴스에서 북극 빙하가 녹고 있대 심각하네 해수면 상승으로 이어질 수 있대 그럼 연안 지역이 위험해질 수도 있겠네 맞아 지구 온난화가 이렇게 심각한 결과를 낳다니 우리도 에너지 절약에 더 신경 써야겠어
일반,이번 휴가 때 국립공원에 가기로 했어. 좋은 생각이야. 어느 국립공원으로 갈 거야? 지리산으로 가려고. 숲이 울창해서 좋대. 지리산 좋지. 공기도 맑고 경치도 아름다워. 등산로도 잘 되어 있어서 걷기 좋을 거야. 그래 기대된다. 숲 속에서 힐링하고 올게. 좋아 자연을 만끽하고 와. 건강에도 좋을 거야.
일반,오늘 밤에 별 보러 갈래? 오늘은 맑아서 별이 잘 보일 것 같아 와 진짜? 좋아! 근데 어디로 갈까? 근처 산에 가면 불빛도 적고 잘 보일 것 같아 그러게 가서 돗자리 깔고 누워서 보면 진짜 좋겠다 맞아 밤하늘 보는 거 정말 힐링이야 그럼 우리 저녁 먹고 가자 좋아 기대된다!
일반,여보세요 네 ○○시청 환경과입니다 아 네 안녕하세요 저희 동네 하수구에서 악취가 나서요 네 주소 좀 알려주시겠어요 ○○구 ○○동 ○○번지예요 알겠습니다 내일 오전 중으로 현장 점검 나가도록 하겠습니다 네 감사합니다 빠른 조치 부탁드립니다 걱정 마세요 최대한 신속히 처리하겠습니다 네 수고하세요
일반,너 토끼 좋아하지? 응 완전 귀여워. 나 토끼 카페 가본 적 있어? 아니 어디 있는데? 홍대에 새로 생겼대. 같이 가볼래? 좋아! 언제 갈까? 이번 주말 어때? 좋아 토끼 만지고 싶다. 근데 토끼 털 알레르기 있는 사람도 있대. 아 그렇구나. 난 괜찮을 것 같아. 그래도 처음에는 조심해서 만져보자. 응 알겠어. 기대된다!
일반,지구 온난화 때문에 북극곰들이 위험하대 정말? 얼음이 녹아서 서식지를 잃어간대 그렇구나 우리가 할 수 있는 게 뭐가 있을까? 에너지 절약이나 재활용 같은 거? 맞아 작은 습관부터 바꿔나가는 게 중요할 것 같아
일반,너 얼마 전에 극지연구소 견학 다녀왔다며 어땠어 진짜 재밌었어 남극 세종기지 생활 모습도 보고 펭귄 연구하는 것도 봤어 와 신기하다 빙하 연구는 어떻게 한대 드론으로 빙하 상태를 관찰하고 시추로 얼음 코어도 채취한대 대단하다 기후변화 연구에 중요하겠어 맞아 우리나라도 극지 과학 발전에 기여하고 있더라 나도 한번 가보고 싶다
일반,여보 우리 집에 태양광 패널 설치하는 거 어때요 갑자기요 왜 전기세도 아끼고 환경에도 좋잖아요 음 비용이 많이 들지 않을까요 정부 지원금도 있어서 생각보다 부담이 덜해요 그래요 얼마나 들죠 대략 300만원 정도에요 지원금 받으면 200만원 정도로 줄어들 것 같아요 흠 괜찮네요 그럼 한번 알아보죠 좋아요 내일 설치 업체에 연락해볼게요
일반,요즘 미세먼지 너무 심하지 않아? 맞아 아침마다 목이 칼칼해 마스크 안 쓰면 밖에서 숨 쉬기 힘들더라 그러니까 특히 도심 쪽이 더 심한 거 같아 공장이나 자동차 배기가스 때문이겠지 응 그래서 전기차로 바꾸자는 움직임도 많아지고 있대 우리도 다음 차는 전기차 한번 고려해볼까? 좋지 장기적으로 보면 기름값도 아끼고 환경도 보호할 수 있잖아
일반,에어컨 많이 틀어? 요즘 더워서 좀 틀긴 해. 근데 전기세가 걱정돼. 나도 그래서 선풍기랑 번갈아 써. 아 그렇구나. 커튼으로 햇빛 가리는 것도 도움 돼? 응 엄청 좋아. 실내 온도 많이 내려가. 오 그렇구나. 나도 해볼게. 에어컨 필터 청소는 자주 해? 한 달에 한 번 정도? 그게 에너지 효율에 좋대. 고마워 알려줘서. 우리 같이 에너지 절약하자.
일반,바람이 엄청 차가워 응 손도 시려워 그러게 오늘 아침에 영하로 떨어졌대 맞아 그래서 옷 더 껴입고 나왔어 응 나도 핫팩 챙겼어 잘했어 감기 조심하자
일반,이번에 기후 변화 보고서 봤어? 어 봤어 지구 온도가 계속 오르고 있다더라 그러니까 요즘 이상기후가 많아지는 거 같아 맞아 작년에도 겨울이 너무 따뜻했잖아 그러니까 빙하도 녹고 해수면도 점점 높아진대 진짜 심각한 문제다 우리가 할 수 있는 건 없을까? 일단 대중교통을 많이 이용하고 에너지 절약부터 해야지 응 작은 습관부터 바꾸는 게 중요하겠네
일반,오늘 안개 심하던데 봤어? 응 출근길에 앞이 안 보일 정도였어 그러게 안개 낄 땐 운전도 조심해야 해 맞아 특히 고속도로에서는 더 위험하지 그러니까 속도를 줄이고 전조등 꼭 켜야 해 응 안전이 최우선이지
일반,"친구가 반려 거북이 키우는데, 생각보다 관리가 어렵대. 진짜? 그냥 물에 넣어두면 되는 거 아니야? 아니래. 물 온도도 맞춰야 하고, 햇빛도 필요하대. 오, 몰랐네. 키우기 전에 공부 많이 해야겠다."
일반,요즘 제로 웨이스트 샵 많이 생기던데 가봤어? 아니 근데 궁금해 거기서 뭘 파는데? 리필 스테이션이나 친환경 제품들 판대 오 괜찮네 플라스틱 사용도 줄이고 좋은 것 같아 주말에 한번 가보자 좋아 같이 가보자
일반,혹시 자전거 타는 거 좋아해? 응! 자전거 타면서 자연을 느끼는 게 너무 좋아. 특히 공원이나 강변 자전거 도로에서 타면 기분 최고지! 다음 주말에는 자전거 타러 가자!
일반,여보 우리 집에 친환경 보일러 설치하는 거 어때요? 괜찮을 것 같은데 왜 갑자기요? 에너지도 절약되고 정부 지원금도 있다고 하더라고요 아 그렇군요 근데 설치 비용이 많이 들지 않을까요? 초기 비용은 들겠지만 장기적으로 보면 이득일 것 같아요 그렇군요 한번 알아보고 결정해볼까요? 좋아요 내일 A/S 센터에 전화해볼게요
일반,산에 갔다 왔는데 공기가 너무 맑았어. 부럽다! 나도 요즘 자연 속에서 힐링하고 싶어. 등산 한 번 갈래? 좋아! 어디로 갈까? 가까운 북한산 어때? 경치도 좋고 공기도 좋아. 좋아! 다음 주말에 가자. 콜!
일반,오늘 기온이 너무 높아 그러게 한여름처럼 덥다 맞아 나도 땀 엄청 흘렸어 그래도 그늘에 들어가면 좀 시원해 응 얼음물 하나 사 마셔야겠다 좋은 생각이야
일반,민서야 이번 주말에 업사이클링 워크숍 같이 갈래? 업사이클링? 그게 뭔데? 못 쓰는 물건을 새롭게 만드는 거야 예를 들면 어떤 걸 만들어? 청바지로 가방도 만들고 유리병으로 화분도 만든대 재밌겠다 나도 가고 싶어 그래 토요일 2시에 만나자 어디서 하는데? 시민센터에서 한대 알겠어 기대된다
일반,여보 우리 집 지반 안전한가? 왜 갑자기 그런 생각을 해? 요즘 싱크홀 사고가 많잖아. 걱정되네. 우리 동네는 괜찮을 거야. 왜? 여기 암반층이 튼튼하대. 그래도 점검해볼까? 그래 전문가 불러서 해보자. 근데 비용이 많이 들려나? 안전이 먼저지 뭐. 그래 알아보자.
일반,"요즘 전기 요금 너무 많이 나와. 그래서 우리 집 태양광 패널 설치할까 고민 중이야. 오, 그거 하면 진짜 절약될까? 장기적으로 보면 이득이라고 하던데. 설치 비용이 좀 들긴 하지만, 나중에 효과 좋을 거야. 맞아. 정부 지원금 같은 것도 한번 찾아봐야겠다. 그리고 전기차도 생각해 볼 만한데. 그러게. 미래에는 전기차가 대세 될 거 같아."
일반,"베란다에서 허브 키우기 시작했어. 진짜? 뭐 키워? 바질이랑 로즈마리! 요리할 때 쓰면 향도 좋고 신선해서 좋아. 바질 페스토도 만들 수 있겠다! 맞아, 다음에 만들어서 같이 먹어보자. 물 주는 게 어렵지 않아? 생각보다 쉽더라. 흙이 마르면 그때 주면 돼. 나도 한번 도전해볼까? 같이 해보자!"
일반,이번에 회사에서 옥상 정원을 만들었대. 와 정말? 어떤 식으로 꾸몄대? 다양한 식물을 심고 직원들이 쉴 수 있는 공간도 만들었대. 좋은 아이디어네. 스트레스 해소에도 좋겠어. 맞아 점심시간에 올라가서 힐링할 수 있대. 식물이 공기도 맑게 해줄 거고. 그러게. 우리 회사도 그런 공간이 있으면 좋겠다. 한번 제안해봐. 요즘 많은 회사들이 직원 복지로 이런 공간을 만든대. 그래? 그럼 나도 한번 건의해볼게.
