conversation,class
느긋 퇴직금이 들어와서 나중에 집을 짓고 살 땅을 보러 다니는 중이야. 퇴직금이 들어와서 나중에 집을 짓고 살 땅을 보러 다니는 중이시군요. 한적한 시골마을에 한옥으로 지은 전원주택을 짓고 싶어. 어떤 지역에서 살고 싶으신가요? 경기도의 한적한 곳에 살아보고 싶어.,일반
고립된 아내가 치매로 요양 병원에 있다는 소식을 들으니 혼자서 아무것도 할 수 없어 당황스러워. 아내분이 치매로 인해 요양 병원에 있다고 하니 너무 서글프셨겠어요. 치매로 고생한다니 내가 보살펴주고 싶은데 몸이 성치 않아서 더 당황스러워. 치매로 고생하는 아내를 도와주고 싶은데 그럴 수 없어 힘드시군요. 어떻게 해야 이 고립된 느낌을 이겨내실 수 있을까요? 간병인 분한테 부탁드려서 아내를 먼저 찾아가봐야겠어 치매가 더 심해지면 나와의 기억도 까먹을 수 있으니까 말이야.,일반
회의적인 아이가 종일 게임만 하고 있길래 잔소리를 했더니 이제껏 해준 게 뭐 있다고 잔소리를 하냐는 거야. 게임만 하는 것이 걱정되어서 말했던 건데 아이가 그런 반응을 보여서 속상하셨군요. 이제껏 나름 한다고 했는데 아이한테는 아무것도 아니었나 봐. 그동안 자녀를 위해 해왔던 노력이 부질없다고 느껴지셔서 참 허무하셨겠어요. 맞아. 열심히 일해서 학원 보내고 공부시키려고 했던 건데 잘못되었던 걸까?,일반
신뢰하는 딸들이 항상 나에게 솔직하게 많은 이야기를 해줘서 아주 고마워. 아주 좋으시겠어요. 딸들에게 많이 신뢰하고 의지하고 계신 것 같네요. 맞아. 그래서인지 요즘 일상생활이 너무 행복해. 행복한 기운이 여기까지 느껴지네요. ,일반
배신당한 첫 직장에서 은퇴까지 걱정하지 말라더니 하루아침에 해고를 당해서 속상해. 회사의 변한 태도에 배신감을 느끼셨군요. 회사에서 해고당한 걸 주변에는 어떻게 말해야 할지도 막막해. 해고 사실을 주변에 알리기가 어려운 것이군요. 가족들과 동료들에게 사실대로 말하면 위로받을 수 있을 것 같아.,일반
안도 결혼하고 나니 안도감이 들어. 결혼 후 안도감이 든다니 다행입니다. 결혼하니까 남편이랑 같이 있는 시간이 너무 행복해. 말만 들어도 행복이 느껴져요. 앞으로 더 행복하게 살아야지.,일반
질투하는 오늘도 집사람의 간섭이 너무 심하여 다툼이 있었어. 아내분이 많이 간섭한다고 생각하시는군요. 우리집은 너무 심해서 정말 안 보고 싶을 정도야. 많이 불편하신가 보네요. 너무 심해서 이로 인하여 사회셍활에 지장 많아.,일반
열등감 친구 생각을 하니 마음이 아파.　 친구분을 생각하면 마음이 아프신 이유가 있으신가요?　 아픈 남편의 증세가 심해진 모양이야. 자신이 좀 더 잘 돌보지 못한 것을 자책하고 있더라.　 아픈 남편을 돌보는 일은 정말 힘이 들 것 같아요.　 남편은 아들을 보고 싶어 하는데 아들이 자주 오지 않으니 아픈 남편이 더 불쌍하게 느껴진다고 해. 　,일반
버려진 요즘 내가 직장 일을 잘 못 따라가서 직장에서 버려지는 느낌이 들어. 직장 일을 잘 못 따라간다고 생각하시는군요. 무슨 특별한 일이 있으셨나요? 점점 직장에서 나에게 할당되는 일도 줄고 상사가 날 찾지 않아. 그런 생각이 들어서 속상하시겠어요. 직장에서의 고민을 상담하거나 도와줄 사람이 없을까요?,일반
버려진 엄마의 지나친 간섭으로 성적도 떨어지고 친구들과도 멀어졌어. 그래서 남몰래 울었어. 어머니의 지나친 간섭으로 속상하셨겠어요. 성적도 떨어지고 친구도 없고. 이제 난 혼자야. 앞으로 어떻게 살아가야 할지 너무 막막해. 이 순간을 극복하기 위해 할 수 있는 일은 무엇이 있을까요? 엄마를 설득해야겠어. 그래서 친구들과의 관계도 회복하고 싶어.,일반
배신당한 남자 친구가 알고 보니 두 달 뒤에 결혼하는 다른 여자가 있었어. 너무 화가 나. 남자 친구가 결혼할 사람이 있었다니 정말 화가 나셨겠어요.  내년에 결혼까지 약속했는데 너무 속상해. 배신감에 정말 속상하시겠어요.,일반
고립된 별로 친하지도 않은 사람들과 만나는 게 힘들어. 나 혼자 갇혀있는 느낌을 받기만 해. 친하지도 않은 사람들과 만나는 게 힘드시겠어요. 조금 더 자세히 말씀해 주시겠어요? 사람 좋아하는 남자친구가 맨날 같이 만나자고 해서 반강제로 모임에 나가거든. 사람 좋아하는 남자친구가 맨날 같이 만나자고 해서 반강제로 모임에 나갔군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요? 남자친구에게 불편하다고 솔직히 얘기해야겠어.,일반
안달하는 오랜만에 온 가족이 모여 외식을 하면 좋겠다고 했는데 아무도 알아보고 있지 않아서 가족들에게 화가나. 외식에 대해 아무도 알아보지 않는 가족들에게 서운함과 분노를 느끼고 있군요. 가족들의 도움 없이 나 혼자 외식에 대해 알아보려니 너무 힘이 들어. 가족들의 도움 없이 혼자 외식에 대해 알아보려니 힘드시군요.어떻게 하면 지금의 상황을 변화시킬 수 있을까요? 온 가족이 모여 하는 외식이니 가족들에게 다 함께 외식에 대해 알아보자고 제안해야겠어.,일반
염세적인 대표님은 나만 미워하시는 것 같아서 슬퍼. 무슨 일이 있으셨나요? 나도 정말 열심히 하고 있는데 좋은 대학 출신 친구들만 예뻐하는 것 같아서 그런 현실이 싫어. 이럴 때 어떻게 하면 기분이 나아지실까요? 그런 현실은 싫지만 열심히 해서 꼭 나의 유능함을 보여주겠어. 그래서 눈에 띄고 말테야.,일반
열등감 형이 나보다 공부를 너무 잘해서 자꾸 나랑 비교돼 많이 신경쓰이시겠어요. 하지만 형보다 더 잘하는 뭔가를 가지고 있을거예요! 그렇겠지? 내가 형보다 요리하는것은 훨씬 더 잘하는 것 같아. 진짜 멋지시네요! 요리를 잘한다는 건 어려운 일이니까요!,일반
불안 나는 정말이지 되는 일이 없어. 되는 일이 없다고 생각하시는군요. 어떤 일 때문에 그러시나요? 스스로에 대한 좌절과 불신 때문에 불안한 감정이 들어. 많이 힘드시겠어요. 힘내세요!,일반
흥분 드디어 이 문제집 한 권을 다 풀었어. 속이 시원해. 드디어 그 문제집을 다 푸셨군요. 뿌듯하시겠어요. 시험 전까지 이 문제집을 다 끝내는 것이 목표였는데 드디어 목표를 이룬 거야! 목표하신 바를 이루셔서 성취감이 크실 것 같아요. 다음에도 목표를 세우고 목표를 성취하는 방식으로 공부를 하면 좋을 것 같아.,일반
혼란스러운 부모님이 갑자기 이혼을 하신다고 해서 머리가 혼란스러워. 부모님의 갑작스런 이혼에 혼란하시군요. 너무 갑작스럽게 말씀을 하시니 내가 어떻게 해야 할지 잘 모르겠어. 그런 상황에서 어떻게 행동을 하면 될까요? 일단 엄마 아빠 각자에게 어떤 일로 그러는지 확인을 해봐야 할 것 같아.,일반
만족스러운 아내가 재테크에 관심이 많은 덕분에 노후 자금 걱정이 없도록 해 놓았어. 무척 기뻐. 아내분께서 노후 대비를 잘 해놓으셔서 기쁘신 모양이에요. 나는 정말 운이 좋은 남편이야. 아내의 노력이 헛되지 않도록 내가 도와야지. 어떻게 하면 아내분의 노력이 헛되지 않게 할 수 있을까요? 나도 재테크에 관심을 갖고 돈을 허투루 쓰지 않도록 노력해야겠어.,일반
배신당한 내가 인턴하고 있던 곳에서 재계약이 힘들다는 통보를 받았어. 재계약이 힘드시군요. 좀 더 말씀해 보시겠어요? 분명히 별문제 없으면 연장된다고 했는데 배신감이 들어. 저 같아도 그럴 것 같아요. 어떤 문제가 있었나요? 평소에도 잘한다고 칭찬받았단 말이야. 어쩜 이럴 수가 있어?,일반
방어적인 나는 항상 학교에서 방어적인거 같아. 학교에서 방어적인 이유가 있나요? 혹시나 친구들이 나를 따돌릴까봐 소극적으로 행동하고 있어. 학교 친구들의 따돌림 걱정에 소극적으로 행동하시는군요.,일반
버려진 잘살던친구가 지금너무어려워졌어. 친구분이 많이 힘드시겠어요? 경제력이없으니식구들한테얼마나 미안해 하겠어. 식구분들도 힘드시겠어요. 그친구가 너무 비관적으로 생각해서 걱정이야.,일반
죄책감의 결혼을 해서 남편과 돈을 벌기로 했는데 내가 직업이 없어. 나 자신에게 실망했어. 남편과의 약속을 지키지 못해서 남편에게 미안하시겠어요. 남편이 나를 믿고 결혼을 했는데 남편에게 너무 미안해. 남편에게 미안하시겠어요. 앞으로 어떻게 하는 것이 좋을까요? 남편과 어떻게 해야 할지 상의를 해봐야겠어.,일반
안도 형하고 물놀이를 하다가 신발이 떠내려갔는데 돌덩이에 걸렸어. 신발이 걸려서 다행이야. 신발이 돌덩이에 걸려서 찾았다니 다행이에요. 이번에 새로 산 신발이라서 걱정이 많았거든. 새로 산 신발을 잃어버릴까 봐 걱정이 많았군요. 앞으로 어떻게 하는 게 좋을까요? 신발을 잃어버리지 않게 끈을 꽉 묶어야겠어.,일반
스트레스 받는 거래처에서 자꾸 수정을 요구하니 너무 스트레스야. 잦은 수정요구에 스트레스받고 있군요. 응 벌써 세 번이나 수정했는데 또 해달라고하다니 너무해. 세 번이나 수정했는데 거래처에서 마음에 들지 않다고 해서 다시 수정을 해야 하는군요.,일반
후회되는 날이 갈수록 요통이 심해져서 바른 자세로 앉지 않았던 것이 후회가 돼. 바른 자세로 앉지 않았던 것이 후회되시는군요. 젊을 때는 하루 이틀 아프다 말았는데 나이가 드니 요통이 너무 심해서 힘이 들어. 요통때문에 많이 힘드시군요. 이 상황에서 할 수 있는 것이 어떤 것이 있을까요? 병원을 다니면서 물리치료를 받고 평소에도 바른 자세로 앉도록 이제라도 신경 써야겠어.,일반
신뢰하는 난 초등학교때부터 가깝게 지내는 친구가 있는데 나이드니 이 친구가 없었으면 어땠을까싶어. 가까운 친구가 있어서 든든하게 느끼시는것 같아요 이분하고 어떻게 보내고 싶으세요? 함께 여행도 다니도 이야기도 나누며 노후를 재밌게 보내려구. 친구 분과 함께 즐거운 노년 생활을 즐기려 하시는 군요.,일반
분노 나 직장에서 해고 당했어. 코로나 일구 때문에 일거리가 없다고 해고해 버리다니 분노했어. 직장에서 해고 당하셔서 화나셨군요. 코로나 일구 때문에 직장 잃은 사람들이 많아졌어. 나도 예외가 아니었네. 직장 문제로 참 속상하시겠어요. 일어날 일은 일어났지만 앞으로 어떻게 하면 좋을까요? 당분간 실업 급여 받으면서 일자리 다시 알아봐야지. ,일반
당황 당황스럽다. 은퇴가 앞당겨졌어. 은퇴가 앞당겨져서 많이 당황스러우셨겠어요. 내가 준비한 계획보다 많이 앞당겨졌어. 우울해지려고 해. 지금의 감정을 나아지게 할 수 있을 방법이 있을까요? 내가 아는 정말 재밌는 형님께 전화를 해봐야겠어.,일반
괴로워하는 이제 곧 대학에 입학해야 하는 아들에게 등록금을 대줄 형편이 마땅치 않아 괴로워. 하나뿐인 아들의 등록금을 마련하지 못해 많이 힘들겠어요. 아들이 공부를 더 하고 싶어 하는 것 같아서 대학을 보내주고 싶어. 여기서 내가 할 수 있는 일은 무엇일까요? 장학 프로그램이 없는지 찾아보려고.,일반
당황 나 오늘 너무 당황스러운 일이 있었어. 어떤 일이 당황스러우셨나요? 친구가 갑자기 나한테 연락이 와서는 너 그렇게 살지 말라고 하는 거야. 이유도 말 안 해주더라. 친구가 대뜸 그런 말을 해서 당황스러우셨겠어요. 그러고는 갑자기 전화를 끊어서 이야기도 못 나눠봤어. 다시 전화해봐야겠어.,일반
취약한 학교에서 공부하는 게 나에게는 사치라고 느껴질 때가 있어서 학교 다니는 게 맞나 싶어. 학교 때문에 생각이 많으시겠어요. 좀 더 자세히 말씀해 주실 수 있나요? 집안 형편은 가난해서 학교 다니는 것이 맞나 싶더라고. 스트레스도 많이 받아. 지금의 상황에서 어떤 방법이 가장 좋은 방법일까요? 부모님과 학교에 대한 고민을 털어놓고 대화하는 시간을 가져야겠어.,일반
기쁨 욕심 내길 잘했어! 이번에 테니스 대회에서 일등을 했지 뭐야. 테니스 대회에서 일등을 하셨군요. 이게 다 튼튼한 덕분이지. 내가 우리 부서에서 제일 건강한 것 같아. 부서에서 제일 튼튼하신거 같군요. 튼튼하신 비결이 있을까요? 난 저녁마다 운동을 해.,일반
편안한 나 결혼하기 정말 잘한 것 같아. 행복하고 마음이 편안해. 결혼하고 마음이 편안한가 보군요. 남편이 퇴근하고 자기도 힘들 텐데 저녁도 준비하고 설거지도 하더라고. 배려심이 많은 남편이 있어서 행복하겠군요. 내가 말 안 해도 내 마음을 먼저 알고 행동해주니까 정말 좋아.,일반
불안 아버지가 아프고 병원에 입원하셔서 불안감을 느껴. 아버지가 병원에 입원하셔서 불안하시군요. 어떻게 하면 불안한 마음을 없앨 수 있을까요? 아버지 간호를 열심히 해서 빨리 회복하실 수 있게 도와드려야겠어. 아버지 건강의 빠른 회복을 위해 간호를 열심히 하실 계획이시군요.,일반
한심한 내 스스로가 너무 한심해. 남편 때문에 병을 얻었는데 남편 걱정을 하네. 남편을 걱정하는 모습에 한심한 감정을 느끼셨군요. 남편이 담배를 피워서 병에 걸렸어. 남편분의 흡연 때문에 건강에 문제가 생겼군요. 슬프시겠어요. 그런데도 남편 밥걱정을 하고 있으니 참 답답해.,일반
충격 받은 입사 오 년차인데 오늘 해고당했어. 회사에서 해고를 당하시다니 충격이 클 것 같아요. 아무 일도 없었는데 갑자기 해고됐어. 너무 갑작스러워. 원인을 모르다니 더 충격적일 것 같아요. 내일 한번 제대로 된 원인을 알아봐야겠어. 이건 너무 말도 안 되는 일이야.,일반
부끄러운 우리 아들이 어제 친구와 싸우고 왔다는데 앞으로 아들 친구 엄마 얼굴을 어떻게 봐야 할지 너무 부끄러워. 아드님이 친구와 싸운 일로 부끄러우시군요. 싸움이 어느 한쪽의 잘못으로 일어난 건가요? 아들 말을 들어보면 아들 친구의 잘못도 있는 것 같기는 해. 다음에 아들 친구 어머니를 만났을 때 이야기해보는 것은 어떨까요? 그럴까? 대화가 잘 통했으면 좋겠네.,일반
안달하는 오늘 아내가 일어나다가 갑자기 쓰러졌어. 기립성 저혈압이래. 놀라셨겠어요. 아내 분은 괜찮으신가요? 기립성 저혈압이 있는지도 몰랐어. 내가 뭘 도와줄 수 있을까? 여태까지 몰라서 속상하셨겠어요. 어떻게 하면 아내 분을 도와줄 수 있을까요? 아내에게 관심이 부족했나 봐. 나는 부족한 남편이야.,일반
충격 받은 내 체력이 예전 같지 않다 보니 현장 일에서 나를 원하지 않는 것 같아 슬프네. 예전 같지 않은 체력 때문에 일에 지장이 있으시군요? 예전처럼 체력이 다시 좋아질 수는 없을 것 같아서 희망이 없어. 체력 때문에 걱정이 많으신 것 같은데 이 상황을 극복해나갈 방법이 있을까요? 지금 내 상황을 받아들이고 내가 잘 할 수 있는 걸 찾아봐야겠어.,일반
짜증내는 내 만성질환 때문에 자식들이 돌봐주는데 너무 미안하고 나 자신이 지긋지긋해. 건강 때문에 자기 자신을 자책하고 계시는군요. 나는 내 자식을 힘들게 하는 부모가 안 되길 바랐거든. 이 상황을 변화시키기 위해 무엇을 할 수 있을까요? 요양원을 가는 게 자식들에게 짐이 안 될 거 같아. 아이들과 얘기를 해봐야겠어.,일반
스트레스 받는 체육 시간에 짝을 지어서 하는 운동이 많아 따돌림을 당하는 나에겐 체육 시간이 스트레스로 다가와. 체육 시간에 혼자 보내야 해서 쓸쓸하겠어요. 나도 친구를 만들어서 체육 시간에 같이 재밌게 운동하고 싶어. 친구를 만들면서 체육 시간을 활기차게 보낼 방법은 없을까요? 체육 선생님께 부탁드려서 짝을 만들어 달라고 부탁해봐야겠어.,일반
안달하는 노인성 자반으로 얼굴에 붉은 점이 자꾸 올라와 약을 바르고 있는데 더 심해지고 있어. 얼굴에 약을 발랐지만 더 심해지고 있군요. 많이 힘드시겠어요. 자꾸 거울로 내 얼굴을 보면 한숨만 나와. 피부가 더 악화되는 상황을 막으려면 어떻게 해야 할까요? 큰 병원에 가서 약처방을 다시 받아와야겠어.,일반
툴툴대는 친구가 놀러 다니는 게 마음에 차지 않아서 툴툴댔어. 어떤 부분 때문에 그렇게 생각하게 되셨나요? 나도 내가 왜 그랬는지 모르겠어. 후회돼. 이유 없이 친구에게 퉁명스럽게 대한 부분이 후회되는군요.,일반
노여워하는 나도 친구들처럼 딸하고 쇼핑도 하고 맛있는 밥도 사 먹고 싶은데 그러지 못해서 너무 속상해. 따님하고 함께 일상생활 활동을 하지 못하는 이유가 있으신가요? 딸하고 사이가 별로 좋지 않아. 나하고는 대화가 안 통한대. 무엇 때문에 따님이 본인과 대화가 잘 안 된다고 하시는 걸까요? 내 잘못이야. 내가 딸이 하고 싶어 했던 일들을 못 하게 한 게 많거든.,일반
염세적인 병원에 가는 것조차 부담스러울 정도로 지금 내 주머니 상황이 좋지 않아. 병원비가 부담되시는군요. 마음이 괴로우시겠어요. 수술해야 하는데 이게 완치가 될지도 모르겠어. 병원을 계속 다니니 돈 문제로 계속 힘들어. 재정에 관해서 힘이 들 때 누군가와 이야기를 주로 나눴나요? 자식들이랑 이야기했지만 이제는 부담을 주기 싫어.,일반
외로운 내 미래가 너무 암울하게 느껴져서 두려워. 미래에 대한 걱정으로 두려우시군요. 오랫동안 우울증을 앓으며 나이만 먹었어. 날 뽑아줄 회사가 있을까? 우울증과 미래에 대한 걱정 때문에 고민이 많으시겠어요. 지금부터 무엇을 해볼 수 있을까요? 일단은 자격증 공부부터 시작해보려고 해.,일반
마비된 나이 먹고 새 일자리를 구하려니 쉽지가 않네. 퇴직하고 몇 달을 쉬는 건지. 새 일자리를 찾고 계시는데 구하기가 어려워 힘드시겠어요. 자식들도 살기 바빠서 부탁하기도 힘들고 이 나이에 일을 구하려니 여간 힘드네. 힘든 상황이네요. 이럴 땐 어떻게 하면 좋을까요? 그래도 아직 크게 아픈 데는 없어서 다행이야. 내일 아침 일찍 파출부라도 나가보려고.,일반
후회되는 아들이 정신장애를 안고 태어났는데 남편과 요즘 그 문제로 계속 다투게 되니까 너무 슬퍼. 아들 문제로 남편과 계속 다투게 되어 많이 힘드시겠어요. 남편 때문에 많이 힘들기도 한데 어린 아들이 뭔 잘못이 있나 싶어서 안타깝기도 해. 어떻게 해야 아들에 관련된 문제를 잘 해결할 수 있을까요? 남편에게 아픈 아들을 생각하며 다투지 말자고 얘기해봐야겠어.,일반
비통한 나는 학교에 가서 열심히 공부를 해도 의미가 없는 것 같아서 막막해. 학교에 가면 이익이 별로 없어 막막하시군요. 차라리 학원에 가는 게 더 나을 것 같다고 생각해. 학원보다 학교가 더 좋다는 것을 느낄 수 있는 좋은 방법은 없을까요? 하지만 학교에 가면 기쁘긴커녕 내가 너무 괴로워.,일반
초조한 믿을 만한 의사들이 있는 큰 병원에 가려고 적금 만기를 기다리고 있어. 적금 만기 때까지 기다리시려면 많이 초조하시겠어요. 적금 만기까지 너무 오래 걸리면 어쩌지? 만기일자를 기다리기 힘드신 것 같아요. 만기일 전에 할 수 있는 일이 뭐가 있을까요? 일단 자잘한 진료 먼저 받아봐야 하는 게 낫겠지?,일반
열등감 친구도 나랑 똑같이 요통이 있는데 등산을 가면 한 번도 내가 먼저 정상에 도착한 적이 없어. 친구 분과 달리 정상에 먼저 도달하지 못하신 사실이 속상하신가 봐요. 우리 둘 다 허리가 아픈데도 친구는 저렇게 등산을 잘하니까 열등감이 들어. 친구 분에게 열등감을 느끼셨군요. 이런 기분에서 벗어나기 위해 무엇을 하면 좋을까요? 혼자서라도 운동을 열심히 하고 치료를 받아서 언젠간 친구를 이기고 말거야.,일반
비통한 이번에 이직한 회사에서 사람들이 텃세를 부려. 적응을 못 하겠어. 새 직장에서 적응하기가 어려워서 힘드셨군요. 직장 사람들이 나에게 너무 까칠하게 대하는 것 같아. 어떻게 한다면 지금 상황이 나아질까요? 친구들을 만나서 사람들 뒷담화를 좀 해야겠어.,일반
슬픔 예전부터 자녀교육 때문에 아내와 싸우다가 결국 이혼했어. 안 그럴 줄 알았는데 슬프네. 배우자와의 이별 때문에 아주 슬프시겠어요. 그래도 한때는 사랑했던 사이였는데 막상 이렇게 되니까 좀 그러네. 속상하시겠어요. 지금의 이런 기분을 벗어나게 할 수 있는 방법이 있을까요? 누군가에게 이런 내 답답한 마음을 터놓고 싶어.,일반
자신하는 노인정에서 건강검진을 했는데 내가 제일 만성질환이 적고 건강해서 뿌듯해. 건강이 좋다는 결과가 나와서 기쁘셨군요. 정말 기분 좋아. 앞으로도 건강을 유지 할 수 있겠지? 앞으로도 건강을 유지 할 수 있을지 생각했군요. 어떻게 하는 것이 가장 좋은 방법일까요? 항상 운동을 해서 몸을 잘 관리해야겠어.,일반
초조한 이제 내 나이도 있고 회사에서 조만간 은퇴하라 할까 봐 걱정이야. 회사를 곧 그만두게 될까 봐 고민이시군요. 나밖에 돈을 벌 사람이 없는데 내가 그만두면 우리 가족들은 어떻게 되나 너무 초조해. 이 상황에서 어떻게 해야 좋을까요? 이 회사를 은퇴하게 되면 무엇을 할 지 미리 고민하고 계획해야겠어.,일반
눈물이 나는 관절염 때문에 지금 일을 계속하기 어려울 것 같아. 슬프다. 일을 계속하기 어려우셔서 기분이 안 좋으시군요. 먹고 살려면 지금 일이라도 계속해야 되는데 난 어떻게 하지? 지금 상황에서 할 수 있는 것은 무엇이 있을까요? 글쎄 관절염이 있어도 할 수 있는 일을 찾아봐야 하나? 우울하다.,일반
상처 친구가 내가 관절염이라서 데리고 등산하기 귀찮다고 했어. 저런 그런 말을 들어서 슬프시겠어요. 친구가 그런 생각을 하고 있는지 몰랐는데 너무 상처를 받았어. 친구가 그런 생각을 하고 있는지 몰랐기에 상처를 받았군요. 그러면 어떻게 하는 것이 좋을까요? 친구가 나를 귀찮아하니 다른 동반자를 찾거나 혼자 등산해야겠어.,일반
악의적인 아빠가 너무 답답해서 아빠한테 아빠란 사람이 왜 그러냐고 소리를 질렀어. 아버님에게 모진 말을 해서 마음이 편하진 않겠어요. 하지만 아빠가 답답한 걸 어떻게 해. 이런 갈등을 풀기 위해서 시도해 볼 수 있는 일은 어떤 것이 있을까요? 아빠랑 차분히 얘기해봐도 좋았을 것 같아.,일반
기쁨 다음 달이면 드디어 결혼식이야. 엄청 기뻐 보이세요. 오늘 마지막으로 웨딩드레스 점검하러 가는데 기대돼! 많이 설레시겠어요. 바쁘지만 기쁘게 받아들일 수 있지!,일반
고립된 혼자 시골살이 중인데 폭우가 와서 전기가 끊기는 바람에 한 달째 집에 갇혀 있어. 혼자 시골에서 사는데 전기가 끊겨 한 달이나 집에 갇혀서 당황스러우시겠어요. 맞아. 한 달이나 지속되니 슬슬 더 불안해지고 외롭고 그렇네. 상황을 개선할 방법이 있을까요? 이웃집에 한 번 도움을 청하러 가보려고. 조금 멀지만 지금 이대로는 안 되겠네.,일반
충격 받은 남편이 죽었어. 이제 나 혼자 어떻게 살아가지? 남편분이 돌아가셔서 슬프시군요. 이제 남편 소득도 없는데 어떻게 남은 인생을 살아가지? 마치 실패한 인생인 것만 같아. 배우자분의 소득이 없으셔서 걱정이 많으시군요. 어떻게 하면 상황이 나아질 수 있을까요? 복권이라도 당첨되면 좋겠다.,일반
성가신 남자친구가 쉬지도 않고 연락을 해 와서 너무 귀찮아. 남자친구의 행동에 화가 나시는군요. 일도 안 하나 봐. 어떻게 그렇게 쉬지도 않고 연락을 해대는지 모르겠어. 어떻게 하면 합의점을 찾을 수 있을까요? 남자친구한테 이야기 한번 해볼까? 이대로는 진짜 안 될 것 같아.,일반
"가난한, 불우한 허리디스크가 심해져서 다니던 회사를 퇴사했어. 앞으로 어떻게 먹고살지? 회사를 퇴사하셔서 금전적인 걱정이 있으시군요. 이럴 줄 알았으면 건강에 좀 더 신경 쓰는 건데. 돈을 얻고 건강을 잃어서 너무 불행해. 어떻게 하는 게 지금 상황에서 도움이 될까요? 일단 허리 디스크부터 치료해야겠지. 그리고 다시 일자리를 알아봐야겠어.",일반
방어적인 나를 괴롭히는 친구들보다 내가 시험을 더 잘 봤으면 좋겠어. 그 친구들보다 시험을 더 잘 보고 싶은 이유가 있나요? 그 친구들과 친하게 지내고 싶은데 나를 괴롭혀서 화가 나. 친구들과 친하게 지낼 수 있는 방법은 없을까요? 내일 등교할 때 먼저 인사해 보면 친해질 수 있을까? ,일반
구역질 나는 회사에서 상사와의 관계 때문에 너무 힘들어. 퇴근 후 집에 와서도 생각이 나서 짜증이 나. 상사와의 관계 때문에 힘드시군요. 어떤 이유 때문인지 말씀해 주실 수 있나요? 내가 원치 않는 업무를 하라고 강요해. 이 부분을 회사에 말할 수 없어서 더 힘들어. 회사에 속마음을 말할 수 없어서 더 힘드신 것 같아요.,일반
만족스러운 시민들을 위해 범죄자를 잡는 내 일이 자랑스러워. 현재 직업이 자랑스러우시군요. 일에서 얻는 만족감을 오래 유지해나가고 싶은데 어떻게 하면 그럴 수 있을지 고민이야. 어떻게 하면 이런 일을 오래 할 수 있을까요? 계속 공부하고 체력단련도 열심히 할 거야.,일반
상처 속상해. 친구들이 나만 빼고 놀았어. 친구들에게 화가 나고 속상하셨겠어요. 지금 눈물이 계속 나서 어떻게 해야 할지 모르겠어. 예전에 이런 일이 있을 때 어떻게 하셨어요? 혼자서 눈물이 더는 안 나올 때까지 울었어. 이번에도 마찬가지일 거야.,일반
눈물이 나는 전 애인의 결혼 소식을 들었어. 몇 년 전에 헤어진 사람이야. 전 애인의 결혼 소식이라니 기분이 씁쓸하고 슬프시겠어요. 우리가 헤어진 게 몇 년 전인데 벌써 새 인연을 찾았다는 게 속상해. 난 어쩌면 좋지? 새 인연을 찾은 전 애인에 대해 고민 중이시군요. 어떻게 하시면 괜찮아지실까요? 나도 새 인연을 찾아 결혼하면 좋을 것 같아.,일반
악의적인 직장 내 괴롭힘 문제가 심각한 것 같아. 직장 내 괴롭힘으로 고민이시군요. 무슨 일이 있으셨나요? 이유 없이 트집을 잡고 화내는데 괴롭히려고 일부러 그러는 것 같아. 이유 없는 괴롭힘으로 많이 힘들고 괴로우시군요. 이 부분에 대해 도움을 요청할 수 있는 사람이 있나요?,일반
한심한 친구가 일용직인데 일도 가끔만 나가고 재산도 모으지 않아서 당황스러워. 친구가 돈이 없는데도 일도 하지 않는다면 저라도 당황스러울 것 같아요. 지금에야 괜찮다지만 나중에 병이라도 나서 일을 못 하게 되면 어쩌려고 저러는지 모르겠어. 친구가 힘들고 어려운 상황에 처하지 않게 막으려면 무엇을 할 수 있을까요? 내일 만나서 제대로 내 생각을 이야기해 봐야지.,일반
두려운 취업 면접 보러 갔다 왔는데 나 빼고 다들 떨어졌으면 좋겠어. 취업 면접 보러 갔다 왔는데 다들 떨어졌으면 좋겠군요. 좀 더 자세히 알려주시겠어요? 내가 너무 면접을 못 봐서 두려워. 면접을 못 봐서 두려웠군요. 두려움을 없앨 좋은 방법이 있을까요? 면접 준비를 열심히 해서 다른 회사라도 붙어야지.,일반
기쁨 아내에게 술을 먹고 싶다고 했더니 무알콜 맥주를 사다 주었어. 아내가 건강을 생각해주어서 기쁘시겠어요. 소소한 배려를 해주는 아내에게 도움을 주고 싶은데 무엇을 해야 할지 고민이야. 어떻게 하면 아내를 도울 수 있을까요? 집안일을 더 도와줫으면 좋겠어.,일반
혐오스러운 척추협착증으로 거동이 어려운데 찾아오는 사람도 없어 외로워. 인생을 잘못 살았어. 몸이 불편하신데 찾는 분도 없다고 느껴 힘든 감정을 느끼셨겠어요. 젊은 날 베풀면서 살았다면 아픈 와중에도 많이들 찾아와주었을 텐데. 어떻게 하면 힘든 감정이 좀 해소될까요? 내가 먼저 고마웠던 사람들에게 연락해서 안부를 물어봐야겠어.,일반
상처 비가 내리니 마음이 스산하고 외롭구먼. 오늘따라 우울해 보이시네요. 저번에 우리 남편이 했던 말이 자꾸 떠올라서. 뭐라고 하셨기에요? 자기 부모님이 돌아가신 게 내 탓이라는 거야. 제대로 모시지도 않았다면서.,일반
