idx,class,conversation
110, 일반, "최근 노동 시간 단축에 대해 어떻게 생각해? 삶의 질 향상을 위해 필요하다고 봐. 나도 동의해. 하지만 기업들의 반발이 있을 것 같아. 맞아, 생산성 향상 방안도 함께 고민해야 할 거야. 균형 잡힌 접근이 필요하겠네."

111, 일반, "기후 변화에 대해 어떻게 생각해? 심각한 문제라고 생각해. 개인적으로 어떤 노력을 하고 있어? 일회용품 사용을 줄이고 대중교통을 자주 이용하려고 해. 그래, 작은 실천이 중요하지. 정부 차원의 대책도 필요할 것 같아."

112, 일반, "최근 유행하는 혼밥, 혼술 문화에 대해 어떻게 생각해? 개인의 선택을 존중해야 한다고 봐. 맞아, 하지만 공동체 의식이 약해질까 걱정되기도 해. 그럴 수 있겠네. 균형이 필요할 것 같아. 새로운 형태의 커뮤니티가 생길 수도 있지 않을까?"

113, 일반, "공유 경제에 대해 어떻게 생각해? 자원을 효율적으로 사용할 수 있어 좋은 것 같아. 나도 그렇게 생각해. 하지만 기존 산업과의 갈등이 문제가 되고 있잖아. 맞아, 제도적 보완이 필요할 것 같아. 변화하는 시대에 맞는 새로운 규제가 필요하겠어."

114, 일반, "최근 노인 빈곤 문제가 심각한데 어떻게 생각해? 사회안전망 강화가 시급해 보여. 맞아, 노인 일자리 창출도 중요할 것 같아. 세대 간 갈등으로 이어질 수 있는 문제이기도 해. 그래서 세대 통합적 접근이 필요하다고 봐."

115, 일반, "AI 시대에 인문학의 중요성에 대해 어떻게 생각해? 오히려 더 중요해질 것 같아. 왜 그렇게 생각해? 기술만으로는 해결할 수 없는 윤리적 문제들이 많이 생길 테니까. 맞아, 인간에 대한 이해가 더 필요해질 거야."

116, 일반, "최근 재택근무가 늘어나고 있잖아. 어떻게 생각해? 일과 삶의 균형을 위해 좋은 것 같아. 나도 그렇게 생각해. 하지만 업무 효율성 저하 문제도 있다던데. 그래서 하이브리드 근무 형태가 대안이 될 수 있을 것 같아."

117, 일반, "디지털 격차 문제에 대해 들어봤어? 응, 정보 접근성의 불평등 문제지. 심각한 것 같아. 맞아, 특히 노인층이나 저소득층이 어려움을 겪고 있어. 교육 프로그램이 필요할 것 같아. 정부나 기업의 지원이 있으면 좋겠어."

118, 일반, "최근 Z세대의 소비 트렌드에 대해 어떻게 생각해? MZ세대의 가치소비가 인상적이야. 맞아, 환경이나 윤리를 중시하는 것 같아. 기업들도 이에 맞춰 변화하고 있지. 그래, 소비가 곧 가치관의 표현이 되고 있어."

119, 일반, "미디어의 선정성 문제에 대해 어떻게 생각해? 때로는 과도한 것 같아. 시청률 때문에 그러는 것 같은데, 사회에 미치는 영향이 걱정돼. 맞아, 특히 어린이들에게 안 좋은 영향을 줄 수 있지. 미디어의 사회적 책임이 더 강조되어야 할 것 같아."

120, 일반, "지방 소멸 위기에 대해 들어봤어? 응, 심각한 문제라고 생각해. 어떻게 해결할 수 있을까? 지역 경제 활성화가 필요할 것 같아. 맞아, 일자리 창출이 중요하겠지. 정부의 지원과 함께 지역의 특색을 살리는 노력도 필요할 거야."

121, 일반, "ESG 경영이 화두인데 들어봤어? 응, 환경, 사회, 지배구조를 고려하는 경영 방식이지. 기업의 사회적 책임이 강조되는 것 같아. 맞아, 소비자들도 이런 가치를 중요하게 여기고 있어. 장기적으로 기업과 사회에 모두 도움이 될 것 같아."

122, 일반, "AI 윤리에 대해 어떻게 생각해? 점점 더 중요해지고 있는 것 같아. 맞아, AI의 결정이 편견을 가질 수 있다는 게 문제지. 개발 단계부터 윤리적 고려가 필요할 것 같아. 그리고 AI 사용에 대한 규제도 필요하겠어. 균형 잡힌 발전이 중요하겠네."

123, 일반, "워라밸(일과 삶의 균형)에 대한 인식이 어때? 젊은 세대를 중심으로 많이 중요해졌어. 나도 그렇게 느껴. 기업 문화도 변하고 있는 것 같아. 맞아, 유연근무제나 재택근무가 늘어나고 있지. 삶의 질 향상을 위해 좋은 변화 같아."

124, 일반, "디지털 노마드족에 대해 들어봤어? 응, 일하는 장소에 구애받지 않고 일하는 사람들이지. 코로나19 이후 더 늘어난 것 같아. 맞아, 일과 여행을 결합한 새로운 라이프스타일이야. 자유롭게 살 수 있어 좋아 보이지만, 불안정한 면도 있을 것 같아."

125, 일반, "푸드테크 산업이 성장하고 있다던데 어떻게 생각해? 기술과 음식의 결합이 흥미로워. 맞아, 배달 앱부터 대체육까지 다양하더라. 환경 문제 해결에도 도움이 될 수 있을 것 같아. 그렇지. 하지만 전통적인 음식 문화가 사라지는 건 아닐까 걱정도 돼."

126, 일반, "K-컬처의 세계적 인기에 대해 어떻게 생각해? 정말 대단한 것 같아. K-pop, K-드라마, 이제는 K-푸드까지. 맞아, 문화 수출국으로서의 위상이 높아졌어. 앞으로도 지속될 수 있을까? 다양성과 창의성을 유지한다면 가능할 것 같아."

127, 일반, "사회적 고립 문제가 심각해지고 있다는데 어떻게 생각해? 1인 가구 증가와 관련이 있는 것 같아. 맞아, 특히 노인층이 취약하지. 공동체 의식을 높일 수 있는 방안이 필요할 것 같아. 그래, 지역 사회 프로그램이나 세대 간 교류 활동 같은 것들이 도움이 될 수 있겠어."

128, 일반, "플랫폼 노동자들의 권리 문제가 이슈인데 들어봤어? 응, 배달앱 라이더나 대리운전 기사들의 처우 문제 말이지? 맞아. 편리해진 만큼 그들의 노동 환경은 열악해진 것 같아. 새로운 형태의 노동에 맞는 제도가 필요할 것 같아. 동의해. 기술 발전과 노동자 권리의 균형이 중요해."

129, 일반, "미니멀리즘 라이프스타일에 대해 어떻게 생각해? 불필요한 소비를 줄이고 본질에 집중한다는 점에서 좋아 보여. 나도 그렇게 생각해. 환경에도 도움이 될 수 있고. 하지만 모든 사람에게 맞는 건 아닐 거야. 그렇지. 개인의 가치관과 상황에 따라 다를 수 있겠어."

130, 일반, "기본소득에 대해 어떻게 생각해? 빈곤 해소와 불평등 완화에 도움이 될 수 있을 것 같아. 맞아, 하지만 재원 마련이 큰 과제지. 일자리 감소 문제도 해결할 수 있을까? 그건 불확실해. 시범 사업을 통해 효과를 검증해봐야 할 것 같아. 동의해. 신중한 접근이 필요한 주제야."

131, 일반, "어떤 문화 행사에 관심 있어? 얼마 전에 열린 문화 축제가 정말 흥미로웠어. 어떤 프로그램이 제일 좋았어? 전통 음악 공연이 인상적이었어."

132, 일반, "좋아하는 문화유산은 뭐야? 경복궁이 정말 아름다워. 역사적인 의미도 깊고, 건축이 멋지지. 나도 경복궁 좋아해! 언제 가봤어?"

133, 일반, "어떤 사회 문제에 대해 생각해봤어? 환경 문제에 대해 많이 고민하고 있어. 지속 가능한 발전이 중요하더라구. 맞아, 나도 환경 보호에 관심이 많아."

134, 일반, "기억에 남는 사회 운동은 뭐야? '미투 운동'이 정말 큰 영향을 미쳤어. 많은 사람들이 목소리를 내게 되었지. 나도 그 운동에 공감해."

135, 일반, "어떤 책을 읽었어? '총, 균, 쇠'를 읽었는데, 인류의 역사에 대한 통찰이 깊더라. 그 책 유명하지, 나도 읽어보고 싶어."

136, 일반, "좋아하는 영화 장르는 뭐야? 사회 문제를 다룬 다큐멘터리를 좋아해. 현실을 반영하는 게 흥미롭더라구. 나도 다큐멘터리 좋아해! 어떤 작품이 인상적이었어?"

137, 일반, "어떤 전시회를 다녀왔어? 사회적 이슈를 다룬 사진 전시회를 갔었어. 정말 감동적이었어. 전시회 좋지, 나도 가보고 싶어!"

138, 일반, "관심 있는 사회적 이슈는 뭐야? 인권 문제에 대해 관심이 많아. 모든 사람이 평등해야 한다고 생각해. 나도 인권이 중요하다고 생각해!"

139, 일반, "어떤 문화 콘텐츠를 소비했어? 한국 드라마를 많이 보고 있어. 사회적 메시지가 담겨 있어서 흥미롭더라. 나도 드라마 좋아해! 어떤 드라마가 좋았어?"

140, 일반, "좋아하는 전통 문화는 뭐야? 한국의 명절 문화가 정말 매력적이야. 가족과 함께하는 시간이 소중하더라. 나도 명절이 좋아!"

141, 일반, "최근에 어떤 사회적 캠페인에 참여했어? 환경 보호 캠페인에 참여했어. 작은 실천이 큰 변화를 만든다고 믿어. 나도 그런 캠페인에 참여하고 싶어!"

142, 일반, "가장 좋아하는 문화 행사나 축제는 뭐야? '부산 국제 영화제'가 정말 기대돼. 다양한 영화와 감독을 만날 수 있어서 좋아. 나도 그 영화제 가보고 싶어!"

143, 일반, "최근에 어떤 사회적 이슈에 대해 토론해봤어? 성 평등에 대한 이야기를 나눴어. 많은 사람들이 관심을 가져야 한다고 생각해. 맞아, 그 주제는 정말 중요해!"

144, 일반, "가장 좋아하는 예술가는 누구야? '백남준'의 작품이 정말 인상적이야. 그의 비디오 아트가 독특하더라. 나도 그의 작품을 좋아해!"

145, 일반, "최근에 어떤 문화 관련 뉴스에 관심 있었어? 한국 영화가 해외에서 인정받고 있다는 소식이 좋았어. 정말 자랑스러워! 나도 그런 뉴스에 기분이 좋았어."

146, 일반, "가장 좋아하는 사회적 기업은 뭐야? '굿윌스토어'가 정말 멋져. 장애인 고용을 지원하는 게 인상적이야. 나도 그 기업에 대해 들어봤어!"

147, 일반, "최근에 어떤 문화 체험을 해봤어? 전통 공예 체험을 해봤는데, 정말 재미있었어. 나도 그런 체험 해보고 싶어! 어떤 공예를 만들었어?"

148, 일반, "가장 좋아하는 사회적 메시지를 담은 영화는 뭐야? '기생충'이 정말 인상적이었어. 사회 계층 문제를 잘 표현했더라. 나도 그 영화 좋아해!"

149, 일반, "최근에 어떤 문화 관련 팟캐스트를 듣고 있어? '문화탐방'을 듣고 있어. 다양한 문화 이야기를 다루더라구. 나도 팟캐스트 좋아해! 어떤 에피소드가 좋았어?"

150, 일반, "가장 좋아하는 전통 음식은 뭐야? 비빔밥이 정말 맛있어. 다양한 재료가 어우러져서 좋아. 나도 비빔밥 좋아해! 어떤 재료가 제일 맛있어?"

151, 일반, "영어 공부 어떻게 하고 있어? 요즘 팟캐스트 들으면서 해. 오, 어떤 팟캐스트 들어? 'BBC Learning English'라고, 시사 영어를 배울 수 있어. 재밌겠다. 효과는 있어? 응, 듣기 실력이 많이 늘었어. 나도 해볼까?"

152, 일반, "SNS로 소통하는 게 편하지 않아? 난 직접 만나는 게 더 좋더라. 왜? 감정 전달이 잘 되잖아. 그렇긴 한데, SNS가 시간과 장소에 구애받지 않아서 좋아. 맞아, 각자 장단점이 있지. 그래도 가끔은 얼굴 보고 대화하는 게 중요한 것 같아."

153, 일반, "요즘 외국어 공부하고 있어? 응, 일본어 배우고 있어. 와, 멋지다! 어떤 방법으로 공부해? 앱으로 단어 외우고 유튜브로 회화 연습해. 효과 있어? 응, 생각보다 재밌고 도움 돼. 나도 해볼까?"

154, 일반, "비언어적 소통에 대해 들어봤어? 응, 표정이나 몸짓으로 하는 거 말이지? 맞아. 중요하다고 생각해? 당연하지. 때론 말보다 더 많은 걸 전달하잖아. 그러게, 면접 볼 때 특히 신경 써야겠다."

155, 일반, "외국어 실력, 어떻게 하면 늘까? 꾸준히 하는 게 제일 중요한 것 같아. 맞아, 근데 의지가 잘 안 생겨. 그럼 스터디 그룹에 들어가보는 건 어때? 오, 좋은 생각이네. 서로 자극도 되고 좋겠다."

156, 일반, "요즘 은어 너무 많이 생기는 것 같지 않아? 그러게, 나도 가끔 무슨 뜻인지 모르겠어. 세대 간 소통에 문제가 될 수도 있겠어. 맞아, 근데 언어의 생동감을 보여주는 것 같기도 해. 그렇게 생각하면 재미있네."

157, 일반, "공감 능력이 의사소통에 중요하다고 생각해? 응, 상대방의 입장을 이해하는 게 중요하지. 어떻게 하면 공감 능력을 기를 수 있을까? 다양한 경험을 해보는 게 도움될 것 같아. 책 읽는 것도 좋고. 그러네, 나도 노력해봐야겠다."

158, 일반, "온라인에서의 소통과 오프라인에서의 소통, 뭐가 더 편해? 난 온라인이 편해. 생각할 시간이 있어서. 나는 오프라인이 좋아. 즉각적인 반응을 볼 수 있잖아. 그러네. 상황에 따라 다른 것 같아. 맞아, 둘 다 잘 활용하는 게 좋겠어."

159, 일반, "다국어를 구사하면 어떤 장점이 있을까? 여행할 때 편하겠지? 그것뿐만 아니라 취업할 때도 유리할 것 같아. 맞아, 다양한 문화를 이해하는 데도 도움되고. 그러게. 언어 하나 배우는 건 세상 하나 얻는 거랑 같은 것 같아."

160, 일반, "말할 때 긴장되는 편이야? 응, 특히 발표할 때 그래. 어떻게 극복하고 있어? 심호흡하고 미리 연습 많이 해. 아, 그렇구나. 청중을 친구라고 생각하는 것도 도움돼. 고마워, 한번 시도해볼게."

161, 일반, "외국어로 된 영화 볼 때 자막 켜? 응, 아직은 자막 없이는 힘들어. 난 자막 끄고 보려고 노력 중이야. 대단한데! 어떤 효과가 있어? 듣기 실력도 늘고 몰입도도 높아져. 오, 나도 도전해봐야겠다."

162, 일반, "말하기와 글쓰기 중 뭐가 더 어려워? 난 말하기가 더 어려운 것 같아. 즉흥성이 필요해서 그래. 나는 오히려 글쓰기가 어려워. 계속 고치게 되더라고. 그렇구나. 각자 다른 능력이 필요하니까 둘 다 연습해야겠다."

163, 일반, "언어의 다양성이 줄어들고 있다던데 어떻게 생각해? 글로벌화 때문에 그런 것 같아. 안타깝지만 어쩔 수 없는 현상 아닐까? 토착어 보존 노력도 필요할 것 같아. 맞아, 언어는 문화의 일부니까."

164, 일반, "번역기 성능이 좋아지고 있잖아. 외국어 배울 필요가 없어질까? 글쎄, 미묘한 뉘앙스는 아직 못 살리는 것 같아. 그리고 언어를 배우는 건 그 문화를 이해하는 거이기도 하잖아. 맞아, 기계의 도움을 받되 우리도 계속 배워야겠어."

165, 일반, "말을 할 때 목소리 톤이 중요하다고 생각해? 응, 같은 말이라도 톤에 따라 의미가 달라질 수 있잖아. 그러게. 어떻게 하면 좋은 목소리를 낼 수 있을까? 발성 연습도 도움이 될 것 같아. 그리고 자신감 있게 말하는 것도 중요하고."

166, 일반, "이모티콘 많이 써? 응, 문자만으로는 감정 전달이 어려울 때 유용해. 나는 가끔 오해를 살 것 같아 조심스러워. 그렇구나. 상황에 맞게 적절히 사용하는 게 좋겠어. 맞아, 의사소통의 도구로 잘 활용하면 좋을 것 같아."

167, 일반, "토론할 때 어려움은 없어? 가끔 감정적으로 되는 게 문제야. 나도 그래. 상대방 의견을 존중하면서 내 생각을 전달하는 게 어려워. 맞아. 'I-message'를 사용하는 게 도움된대. 오, 그게 뭐야? 자신의 감정을 주어로 표현하는 거야. 한번 시도해봐야겠다."

168, 일반, "외국어 실력을 유지하는 데 어려움은 없어? 사용할 기회가 적어서 조금씩 잊어가는 것 같아. 나도 그래. 어떻게 하고 있어? 외국 드라마를 자주 보고 펜팔도 해. 오, 좋은 방법이네. 나도 그렇게 해봐야겠어."

169, 일반, "말할 때 습관적으로 쓰는 단어 있어? 응, '음...'이라고 자주 말하는 것 같아. 나는 '그러니까'를 자주 쓰더라고. 그런 습관이 말하기에 방해가 될 수도 있겠어. 맞아, 의식적으로 고치려고 노력 중이야."

170, 일반, "다른 사람의 말하기 습관 중 본받고 싶은 게 있어? 응, 선배가 항상 정리를 잘해서 말씀하시는 게 멋있더라고. 나는 교수님이 예시를 들어 설명하시는 게 인상적이야. 그러네. 좋은 점을 배워서 발전하면 좋겠다. 맞아, 계속 관찰하고 연습해야겠어."

171, 일반, "최근에 새로 배운 단어 있어? 응, '음슴체'라는 말을 배웠어. 그게 뭐야? SNS에서 주로 쓰는 말투래. 어떻게 쓰는 건데? 문장 끝을 생략하는 식이야. 아, 그렇구나. 언어도 계속 변하는 것 같아. 맞아, 트렌드를 따라가는 게 재밌어."

172, 일반, "프레젠테이션 할 때 가장 신경 쓰는 부분이 뭐야? 난 아이컨택을 잘하려고 노력해. 그거 정말 중요한 것 같아. 나는 목소리 크기와 속도에 신경 써. 오, 그것도 좋은 포인트네. 서로 배울 점이 있는 것 같아."

173, 일반, "외국어 공부할 때 발음이 어려운 편이야? 응, 특히 'r'과 'l' 발음이 헷갈려. 나는 성조가 있는 언어가 어려워. 중국어 같은 거? 맞아. 꾸준한 연습이 필요한 것 같아. 그러게, 원어민 영상 많이 보는 것도 도움될 거야."

174, 일반, "글쓰기 실력을 향상시키고 싶은데 어떻게 하면 좋을까? 많이 읽고 많이 쓰는 게 최고인 것 같아. 그렇지. 어떤 종류의 글을 주로 써? 일기도 쓰고 블로그에 리뷰도 써. 다양하게 시도해보는 게 좋겠어. 맞아, 나도 해봐야겠다."

175, 일반, "말할 때 제스처를 많이 사용하는 편이야? 응, 손짓을 많이 쓰는 것 같아. 나는 오히려 몸을 잘 안 움직여. 어느 쪽이 더 효과적일까? 상황에 따라 다를 것 같아. 적절히 섞어 쓰는 게 좋겠어."

176, 일반, "농담을 할 때 주의해야 할 점이 뭐라고 생각해? 상대방의 감정을 고려해야 해. 맞아, 때와 장소를 잘 파악하는 것도 중요하고. 그리고 농담이 지나치지 않도록 해야 해. 동의해. 유머 감각도 중요한 의사소통 기술인 것 같아."

177, 일반, "다국어 사용자들이 언어를 섞어 쓰는 걸 들어본 적 있어? 응, 코드 스위칭이라고 하더라고. 흥미로운 현상이야. 맞아, 여러 문화의 영향을 받은 결과 같아. 언어의 다양성을 보여주는 것 같아. 그러게, 글로벌 시대의 특징이네."

178, 일반, "말을 더듬을 때 어떻게 대처해? 천천히 심호흡을 하고 다시 시작해. 나는 잠깐 멈추고 생각을 정리해. 그것도 좋은 방법이네. 중요한 건 당황하지 않는 거야. 맞아, 자신감 있게 계속 이어가는 게 중요해."

179, 일반, "소셜미디어에서 오해를 피하려면 어떻게 해야 할까? 글을 쓰기 전에 한 번 더 읽어보는 게 좋아. 맞아, 그리고 이모티콘을 적절히 사용하는 것도 도움 돼. 민감한 주제는 피하는 것도 방법이겠지. 그렇지, 신중하게 접근하는 게 중요해."

180, 일반, "새로운 언어를 배울 때 가장 어려운 점이 뭐야? 난 문법이 제일 어려워. 나는 오히려 발음이 더 힘들어. 각자 다른 부분이 어렵구나. 꾸준히 노력하는 게 중요할 것 같아. 맞아, 포기하지 않고 계속 해나가는 게 핵심이야."

181, 일반, "가장 좋아하는 언어는 뭐야? 나는 스페인어가 정말 매력적이라고 생각해. 발음이 부드럽고 리듬감이 있어. 나도 스페인어 좋아해! 배우고 싶어."

182, 일반, "언어를 배우는 가장 좋은 방법은 뭐라고 생각해? 나는 실제로 대화하는 게 가장 효과적이라고 생각해. 맞아, 언어는 사용해봐야 늘지!"

183, 일반, "최근에 어떤 언어를 배우고 있어? 나는 일본어를 배우고 있어. 애니메이션 덕분에 흥미를 느꼈어. 나도 일본어에 관심 있어! 어떤 부분이 제일 어려워?"

184, 일반, "언어와 문화의 관계에 대해 어떻게 생각해? 언어는 그 문화의 정체성을 반영한다고 생각해. 맞아, 언어를 배우면 그 문화도 더 깊이 이해할 수 있어."

185, 일반, "의사소통에서 가장 중요한 요소는 뭐라고 생각해? 나는 비언어적 신호가 정말 중요하다고 생각해. 표정이나 몸짓이 많은 것을 말해주지. 나도 그렇게 생각해!"

186, 일반, "가장 기억에 남는 의사소통의 순간은 언제였어? 외국인과의 대화에서 서로의 문화에 대해 이야기했던 게 인상적이었어. 나도 그런 경험이 있어! 정말 흥미로웠지."

187, 일반, "언어의 방언에 대해 어떻게 생각해? 방언이 그 지역의 특성을 잘 나타내는 것 같아. 맞아, 방언을 배우면 그 지역 사람들과 더 가까워질 수 있어."

188, 일반, "소셜 미디어가 의사소통에 미치는 영향은 뭐라고 생각해? 정보가 빠르게 퍼지지만, 오해도 많이 생기는 것 같아. 맞아, 신뢰할 수 있는 정보가 중요해!"

189, 일반, "언어의 진화에 대해 어떻게 생각해? 새로운 단어와 표현이 계속 생겨나는 게 흥미로워. 맞아, 언어는 살아있는 것 같아!"

190, 일반, "가장 좋아하는 의사소통 방법은 뭐야? 나는 직접 대면해서 이야기하는 걸 좋아해. 감정을 더 잘 전달할 수 있어서. 나도 그렇게 생각해!"

191, 일반, "언어 장벽을 극복하는 방법은 뭐라고 생각해? 기본적인 표현을 배우는 게 중요하다고 생각해. 맞아, 간단한 인사말만으로도 대화가 시작될 수 있어."

192, 일반, "의사소통에서 오해를 줄이는 방법은 뭐야? 명확하게 말하고, 상대방의 반응을 잘 살펴보는 게 중요해. 나도 그렇게 생각해!"

193, 일반, "가장 좋아하는 외국어 표현이 있어? 'Carpe Diem'이 정말 멋지다고 생각해. 순간을 즐기라는 의미잖아. 나도 그 표현 좋아해!"

194, 일반, "언어를 배우면서 가장 어려웠던 점은 뭐야? 문법이 복잡한 게 힘들었어. 특히 동사 변화가 어려워. 나도 그 부분이 힘들었어!"

195, 일반, "의사소통에서 감정 표현이 중요한 이유는 뭐라고 생각해? 감정을 잘 전달해야 상대방이 이해할 수 있다고 생각해. 맞아, 감정이 담긴 말이 더 깊은 의미를 가지지."

196, 일반, "언어를 배우는 데 가장 도움이 되는 자료는 뭐라고 생각해? 나는 영화나 드라마가 정말 도움이 된다고 생각해. 자연스러운 대화를 들을 수 있어서. 나도 그렇게 생각해!"

197, 일반, "가장 좋아하는 언어 관련 책이 있어? '언어의 역사'라는 책이 정말 흥미로웠어. 언어의 발전 과정을 알 수 있었거든. 나도 그 책 읽어보고 싶어!"

198, 일반, "의사소통에서 경청의 중요성에 대해 어떻게 생각해? 상대방의 말을 잘 들어야 진정한 대화가 이루어진다고 생각해. 맞아, 경청이 의사소통의 기본이지."

199, 일반, "언어와 생각의 관계에 대해 어떻게 생각해? 언어가 우리의 사고방식을 형성한다고 생각해. 맞아, 언어가 다르면 사고 방식도 다를 수 있어."

200, 일반, "스페인어로 간단한 인사 한번 해볼래? 그래, '¡Hola! ¿Cómo estás?' 이게 '안녕하세요! 어떻게 지내세요?'라는 뜻이야. 오, 발음이 멋지다! 나중에 같이 스페인 여행 가자."

201, 일반, "최근에 구매한 로봇청소기 어때? 정말 편해. 집안일이 훨씬 수월해졌어. 흡입력은 좋아? 응, 생각보다 강해. 소음은 어때? 조용한 편이야. 배터리는 오래가? 한 번 충전하면 202시간 정도 사용할 수 있어. 괜찮네. 나도 살까 고민 중이었는데."

202, 일반, "이사 준비는 잘 돼가? 응, 거의 다 됐어. 짐은 다 쌌어? 반 정도 했어. 도와줄까? 고마워, 주말에 와줄 수 있어? 당연하지. 뭐 가져가면 좋을까? 테이프랑 상자 좀 가져와 줘. 알겠어. 이사하는 날 저녁에 치킨 시켜 먹자."

203, 일반, "얼마 전에 구입한 공기청정기 성능이 어때? 생각보다 좋아. 미세먼지 제거가 잘 돼? 응, 눈에 띄게 공기가 깨끗해졌어. 소음은 어때? 조용해서 거의 못 들을 정도야. 전기세는 많이 나오지 않아? 생각보다 적게 나와. 에너지 효율이 좋아서 그런가 봐."

204, 일반, "요즘 홈카페 세팅한다며? 응, 커피 내리는 재미에 빠졌어. 어떤 도구들 샀어? 드립퍼랑 전동 그라인더 샀어. 원두는 어떤 걸로 해? 케냐 원두로 시작했어. 맛있겠다. 나 언제 한번 초대해줘."

205, 일반, "최근에 바꾼 매트리스 어때? 정말 편해. 허리 통증이 많이 줄었어. 어떤 종류로 샀어? 라텍스 매트리스로 샀어. 가격대는 어떻게 돼? 좀 비싸긴 했지만 투자할 만한 가치가 있었어. 나도 바꿔야 할 것 같아. 어디서 샀어?"

206, 일반, "요즘 집에서 요리 자주 해? 응, 에어프라이어 사고부터 자주 해. 어떤 요리 주로 해? 치킨이나 감자튀김 같은 거. 기름 없이 해서 좋더라. 세척은 쉬워? 응, 생각보다 간편해. 나도 하나 사야겠다."

207, 일반, "얼마 전에 구입한 식기세척기 쓰기 편해? 너무 좋아. 설거지 시간이 엄청 줄었어. 에너지 효율은 어때? 생각보다 괜찮아. 물도 적게 쓰고. 그럼 그릇도 깨끗이 닦이고? 응, 기대 이상으로 깨끗해. 나도 고민 중인데 추천해?"

208, 일반, "베란다에 화분 놨다며? 응, 작은 정원을 만들었어. 어떤 식물 키워? 허브랑 방울토마토 심었어. 관리하기 어렵지 않아? 생각보다 괜찮아. 물 주는 거 빼면 크게 신경 쓸 게 없어. 나도 해볼까? 좋아, 재미있을 거야."

209, 일반, "최근에 구매한 전기밥솥 어때? 밥맛이 확실히 좋아졌어. 어떤 기능이 제일 마음에 들어? 예약 기능이 진짜 편해. 아침에 따뜻한 밥 먹을 수 있어. 청소는 쉬워? 응, 내솥이 분리돼서 관리하기 좋아. 나도 바꿔야 할 것 같아."

210, 일반, "옷장 정리 어떻게 하고 있어? 요즘 옷걸이 정리법 써보고 있어. 뭔데 그게? 색깔별로 분류해서 걸어두는 거야. 효과 있어? 응, 옷 고르기가 훨씬 쉬워졌어. 나도 해봐야겠다. 옷장이 넓어 보이는 효과도 있더라."

211, 일반, "최근에 설치한 스마트 조명 어때? 너무 좋아. 휴대폰으로 제어할 수 있어. 밝기 조절도 돼? 응, 무드에 따라 다양하게 설정할 수 있어. 전기 절약은 되고? LED라 소비전력이 낮아. 설치는 어렵지 않았어? 생각보다 간단했어. 나도 설치해볼까 고민 중이야."

212, 일반, "요즘 집에서 운동한다며? 응, 홈트레이닝 시작했어. 어떤 운동기구 사용해? 요가매트랑 덤벨 정도? 공간을 많이 차지하진 않아? 아니, 수납도 쉽고 활용도가 높아. 효과는 있어? 꾸준히 하니까 몸이 좋아지는 게 느껴져. 나도 시작해볼까."

213, 일반, "얼마 전에 구입한 진공청소기 성능 어때? 흡입력이 정말 좋아. 무선이라 편리하고. 배터리는 오래가? 한 번 충전으로 집 전체 청소 가능해. 필터 관리는 어떻게 해? 분리해서 물로 씻을 수 있어, 편리해. 나도 살까 고민 중인데 추천해?"

214, 일반, "주방 수납 어떻게 하고 있어? 요즘 다이소 제품으로 정리했어. 어떤 제품 썼어? 선반이랑 수납함 주로 사용했지. 효과 있어? 응, 공간 활용도가 높아졌어. 비용은 많이 안 들었겠다. 맞아, 저렴하게 잘 정리했어. 나도 한번 가봐야겠다."

215, 일반, "최근에 교체한 커튼 어때? 암막 커튼으로 바꿨는데 너무 좋아. 잠자리가 편해졌겠다. 맞아, 수면의 질이 높아졌어. 여름에 냉방비도 절약될 것 같아. 그것도 있고, 햇빛 차단돼서 TV 시청할 때도 좋아. 세탁은 어떻게 해? 세탁소에 맡기고 있어."

216, 일반, "화장실 청소 어떻게 하고 있어? 요즘 친환경 세제 쓰고 있어. 효과 있어? 응, 냄새도 적고 깨끗해. 어떤 제품 써? 베이킹소다랑 식초 주로 사용해. 손이 안 상해? 오히려 화학세제보다 덜 해. 나도 한번 써봐야겠다."

217, 일반, "얼마 전에 구매한 전자레인지 기능 어때? 다양한 요리 모드가 있어서 편리해. 어떤 요리에 주로 써? 해동이나 간단한 조리에 많이 사용해. 청소는 쉬워? 내부가 코팅돼서 닦기 쉬워. 에너지 효율은 어때? 생각보다 좋아, 전기세 크게 안 나와."

218, 일반, "옷 정리할 때 뭐 사용해? 요즘 압축팩 쓰고 있어. 효과 있어? 응, 공간이 많이 절약돼. 계절 옷 보관할 때 특히 좋아. 냄새나 습기는 안 차? 지퍼백이라 밀폐가 잘 돼. 나도 사용해볼까? 추천해, 옷장이 넓어 보여."

219, 일반, "최근에 구입한 선풍기 성능 어때? 무풍 모드가 있어서 좋아. 소음은 어때? 조용해서 잘 때도 틀어놔. 전기세는 많이 나오지 않아? LED라 소비전력이 낮아. 리모컨 기능도 있어? 응, 스마트폰으로도 제어 가능해. 나도 하나 사야겠다."

220, 일반, "주방 식기 어떻게 보관해? 요즘 다용도 선반 사용 중이야. 공간 활용이 좋아? 응, 수직 공간을 잘 활용할 수 있어. 조립은 어렵지 않았어? 간단한 편이었어, 설명서 보고 했어. 튼튼해? 생각보다 견고해, 만족해. 나도 주방 정리가 필요한데 참고해야겠다."

