idx,class,conversation
74,일반,"너네 최근에 제주도 갔다 왔다며? 어, 맞아! 근데 바닷가에 쓰레기가 너무 많아서 충격 받았어. 진짜? 관광객들이 버리고 가는 건가? 그런 것도 있고, 바다에서 밀려온 쓰레기도 많더라. 그래서 우리 즉석에서 비닐봉투 사서 청소했어. 대박! 진짜 멋지다. 우리도 다음에 여행 가면 그런 활동 해보자. 그래! 우리 작은 행동이 환경 보호에 도움될 수도 있잖아."
75,일반,뉴스 봤어? 정부에서 원자력 발전 확대한대 그래? 근데 그거 위험하지 않나? 안전성이 많이 개선됐대 그래도 사고 나면 피해가 엄청날 텐데 맞아 근데 현실적으로 당장 대체할 만한 게 없다고 하더라고 음 재생에너지로는 부족한가 보네 응 아직은 그렇대 에너지 문제 참 어렵다
76,일반,이번에 우리 회사에서 친환경 캠페인 한대. 오 어떤 거야? 일회용품 줄이기래. 어떻게 하는데? 개인 컵 쓰고 페이퍼리스 하래. 좋은데? 우리 회사도 했으면 좋겠다. 제안해봐. 환경 지키는 건 다 같이 해야지. 맞아 작은 것부터 시작하면 돼. 나도 더 노력해야겠어. 우리 같이 잘해보자. 지구를 위해서!
77,일반,이번에 우리 학교가 에너지 절약 프로젝트 한다는데 너도 참여할 거야? 오 그래? 어떤 프로젝트인데? 교실마다 절전 스위치 설치하고 태양광 패널도 설치한대. 와 그거 좋은데? 나도 참여하고 싶어. 그리고 학생들 대상으로 에너지 절약 교육도 한다더라. 진짜? 그럼 우리가 직접 실천할 수 있겠다. 응 맞아. 같이 참여해보자.
78,일반,오빠 이번 여행지 어디로 갈까? 카파도키아 어때? 터키? 거기 뭐가 있는데? 기암괴석이 멋있대. 풍화 작용으로 만들어진 거래. 와 신기하겠다. 열기구 타고 구경할 수 있대. 진짜? 근데 거기 날씨는 어때? 건조한 편이래. 사막 기후거든. 그럼 선크림 꼭 챙겨야겠네.
79,일반,요즘 날씨가 왜 이렇게 이상하지? 맞아 겨울인데 포근하고 봄인데 추워지고 기후변화 때문이래 그렇구나 온실가스 감축이 시급한가 봐 맞아 우리도 일상에서 에너지 절약하는 습관을 들여야 할 것 같아
80,일반,이번 여름 폭염이 심각할 것 같아 작년보다 더 더울 거래 큰일이다 노약자분들 건강이 걱정되네 맞아 무더위 쉼터 같은 곳을 잘 활용해야 할 것 같아 우리도 서로 안부 전화하면서 조심해야겠다
81,일반,여보 이번에 조경공사 하려는데 어떤 스타일로 할까요? 음 우리 집에는 자연스러운 정원 스타일이 어울릴 것 같아요. 그래요? 구체적으로 어떤 식으로요? 토종 나무와 꽃으로 가득한 정원이 좋을 것 같아요. 좋은 생각이에요. 사계절 내내 아름다운 정원이 될 거예요. 맞아요. 새들도 찾아오고 아이들 정서에도 좋을 것 같아요. 그럼 조경 업체에 그렇게 요청해볼까요? 네 좋아요. 우리 집이 작은 생태공원이 되겠어요.
82,일반,여보 우리 집에 태양광 패널 설치하는 거 어때요? 글쎄요 초기 비용이 많이 들지 않을까요? 맞아요 하지만 장기적으로 보면 전기세도 절약되고 환경에도 좋잖아요 그렇긴 해요 근데 설치 과정이 복잡하지 않을까요? 정부 지원금도 있다고 하던데 한번 알아보는 건 어떨까요? 그래요 알아보고 결정해봐요
83,일반,"요즘 공원에 가면 나무들이 너무 예쁘더라. 맞아, 단풍이 정말 장관이야. 특히 은행나무 길이 노랗게 물들었더라. 나도 거기 가봤어! 바닥에 떨어진 낙엽도 운치 있더라. 근데 낙엽 쌓이면 미끄러울 수도 있어서 조심해야 해. 맞아, 그래서 가끔 청소하는 분들이 치우시더라. 그래도 가을 느낌이 참 좋지 않아? 응, 사진도 찍고 싶고 기분도 좋아져!"
84,일반,어제 산책하는데 다람쥐가 내 앞에서 갑자기 튀어나와서 깜짝 놀랐어. 진짜? 요즘 도심에서도 다람쥐 많이 보이더라. 맞아. 사람들이 먹을 거 주기도 해서 그런지 겁이 없는 것 같아. 근데 야생동물한테 음식 주면 안 좋은 거 알지? 응. 사람 음식이 걔네 건강에 안 좋을 수도 있으니까. 그래도 가까이서 보니까 너무 귀엽더라.
85,일반,요즘 태양광 설치하는 집 많던데 너희는 어때? 우리도 고민 중이야. 설치비가 많이 들지 않아? 처음엔 좀 들긴 해. 근데 장기적으론 이득이래. 전기세 많이 절약돼? 응 여름에 특히 많이 절약돼. 정부 지원금도 있다던데. 맞아 그것도 알아보는 중이야. 환경에도 좋고 좋은 선택인 것 같아. 나중에 설치하면 알려줘. 나도 고민해볼게.
86,일반,어머 이 나무가 우리 동네 천연기념물이래요. 정말요? 어떤 나무인데요? 수령이 1000년이 넘은 은행나무래요. 와 대단하네요. 그 오랜 세월 동안 이 자리를 지켰다니. 그러게요. 마을 사람들이 정성껏 보살펴왔대요. 나무에 얽힌 전설 같은 것도 있을 것 같아요. 네 맞아요. 마을의 수호신 역할을 한다고 해요. 정말 귀중한 문화유산이네요. 우리도 잘 보존해야겠어요. 그래요 다음 세대에게 물려줘야 할 소중한 자연유산이죠.
87,일반,새 좋아해? 응 특히 앵무새 좋아해. 나도 그래. 앵무새 말도 배운다며? 맞아 똑똑해서 간단한 단어는 따라 해. 와 신기하다. 키우기 어렵지 않아? 손이 좀 가. 청소도 자주 해야 하고 관심도 많이 줘야 해. 그렇구나. 수명은 얼마나 돼? 종류마다 다른데 보통 20년에서 50년 정도래. 오래 사는구나. 책임감 있게 키워야겠다.
88,일반,오늘 아침에 일어나니까 창밖에 새소리가 들리더라 봄이 온 것 같아 그러게 요즘 새들이 활발해진 것 같아 근데 도시에서 새들이 살아가기 힘들다던데 맞아 녹지가 줄어들고 있어서 그렇대 우리 동네에 작은 공원이라도 만들면 좋겠어 그러게 나무도 심고 새집도 달아주면 어떨까 좋은 생각이야 우리가 할 수 있는 작은 일부터 시작해보자
89,일반,파충류 좋아해? 응 나 도마뱀 키워. 오 특이한데? 어떤 종류야? 레오파드 게코야. 밤에 활동적이라 재밌어. 그렇구나. 먹이는 뭘 줘? 주로 귀뚜라미나 밀웜을 줘. 살아있는 거? 응 그래야 사냥 본능도 자극하고 좋아. 와 신기하다. 근데 관리하기 어렵지 않아? 습도랑 온도만 잘 맞추면 괜찮아. 파충류도 매력 있네.
90,일반,숲에 가면 공기가 다르다는 거 느껴져? 응! 확실히 맑고 시원한 느낌이야. 그래서 숲이 자연의 공기청정기라고 불리잖아. 맞아. 나무 한 그루가 사람이 하루 숨 쉴 산소를 만든다더라.
91,일반,형 이번에 전기차 샀다며? 어 맞아 연비도 좋고 환경에도 좋아서 바꿨어 충전은 어떻게 해? 아파트에 충전소 있어서 거기서 해 편해? 응 생각보다 편해 근데 가끔 자리가 없을 때가 있어 그래도 기름값 신경 안 써도 돼서 좋겠다 맞아 그게 제일 좋아
92,일반,너희 집 단열 어때? 우리 집은 겨울에 너무 추워. 아 우리 집도 작년에 단열 공사했어. 효과 좋더라. 정말? 비용은 많이 들었어? 좀 들긴 했지만 장기적으로 보면 난방비가 많이 절약돼. 음 그렇구나. 나도 한번 알아봐야겠다. 어느 업체에 맡겼어? 나는 ○○업체였는데 괜찮았어. 견적 받아보는 건 어때?
93,일반,"집 앞 나무에 새 둥지가 생겼어! 진짜? 어떤 새야? 잘 모르겠는데, 아기 새들이 있어서 조용히 지켜보는 중이야. 귀엽겠다! 혹시 둥지 떨어지면 만지지 말고 그냥 두는 게 좋대. 응. 괜히 손 타면 어미 새가 안 돌아올 수도 있다더라."
94,일반,"오늘 날씨 너무 덥지 않냐. 그러니까, 에어컨 없으면 진짜 못 버티겠다. 요즘 점점 여름이 더워지는 거 같아. 맞아, 지구온난화 때문이라더라. 뉴스에서 그러던데 앞으로 더 심해진대. 우리도 탄소 배출 줄이려고 노력해야 하는 거 아니냐? 뭐, 대중교통 타거나 에너지 절약하는 게 제일 쉽지. 그렇지. 나 요즘 전기차도 한번 알아보고 있어."
95,일반,"오늘 날씨 진짜 미쳤다. 너무 덥잖아. 그러니까. 밖에 조금만 있어도 땀범벅이야. 요즘 진짜 이상기후 심한 것 같아. 맞아. 여름은 더 덥고 겨울은 더 추워지고. 작년보다 평균 기온이 더 올랐다던데. 지구온난화 때문이라는데도 사람들은 별 신경 안 쓰는 거 같아. 뭐라도 해야 할 텐데. 대책이 없나? 에어컨이라도 덜 켜야 하나 싶지만, 이 날씨엔 힘들지."
96,일반,너희 학교에서 식물 관찰 일지 쓰는 거 어때? 재밌어. 씨앗 심은 지 일주일 됐는데 벌써 싹이 났어. 와 정말? 어떤 식물 기르고 있어? 강낭콩이야. 생각보다 빨리 자라더라. 그렇구나. 식물이 자라는 과정을 직접 보니까 신기하지? 응 매일매일 변화가 있어서 관찰하는 게 재밌어. 광합성하는 것도 배웠어? 응 잎이 햇빛을 받아서 영양분을 만든대. 그렇구나. 식물의 성장 과정을 배우는 게 참 중요해.
97,일반,여보 우리 집 앞 우물 수질검사 결과 나왔대 어떻게 나왔어요 다행히 먹는 물 기준은 통과했대요 다행이네요 그래도 조심해서 써야겠어요 네 맞아요 끓여 먹는 게 좋겠어요 그리고 정기적으로 검사받는 것도 중요할 것 같아요 그래요 6개월에 한 번씩 검사받기로 해요 좋아요 우리 가족 건강을 위해 꼭 필요한 일이에요
98,일반,"요즘 날씨 너무 덥지 않아? 맞아, 기후변화 때문인가 봐. 그럴 수도 있지. 여름이 점점 길어지는 느낌이야. 맞아, 게다가 폭염도 심해지고. 그러니까 에어컨 없으면 여름 못 버틸 것 같아. 그래도 전기세 걱정돼서 적당히 틀려고 해. 맞아, 적절한 사용이 필요하지. 근데 진짜 예전보다 여름이 길어진 건 맞는 듯."
99,일반,고양이들이 종종 우리 동네 놀이터에서 보이더라. 맞아. 길고양이들 밥 주는 분도 계시더라. 근데 겨울 되면 힘들 것 같아. 응. 그래서 캣맘들이 겨울집 만들어 주잖아. 나도 이번에 작은 박스로 하나 만들어볼까 고민 중이야. 좋은 생각이야! 우리도 도와줄 수 있는 방법 찾아보자.
100,일반,너 알아? 우리 동네 앞 공터가 토양 오염됐대. 진짜? 어떻게 알았어? 구청에서 조사했대. 중금속이랑 기름 성분이 기준치 넘었대. 헐 그럼 어쩌지? 복원 사업한대. 미생물 활용해서 정화한다고. 다행이다. 얼마나 걸린대? 2년 정도 걸린대. 빨리 깨끗해졌으면 좋겠다.
101,일반,오늘 날씨 완전 좋다 하늘도 맑고 기분도 상쾌해 맞아 요즘 공기도 깨끗한 것 같아 그러게 미세먼지 없는 날이 계속됐으면 좋겠다 응 특히 봄철에는 황사도 문제라서 걱정돼 그래서 난 마스크 항상 챙겨 다녀 나도 요즘 외출할 때 미세먼지 수치 먼저 확인해 그래도 이렇게 맑은 날에는 밖에서 산책하는 게 최고야
102,일반,"길에서 강아지 구조한 적 있지 않냐? 어, 맞아. 근데 임시 보호할 곳이 없어서 힘들더라. 동물 보호소에 연락해 봤어? 했는데, 공간이 부족하대. 진짜 유기동물 문제 심각하네. 사람들이 끝까지 책임질 각오 없으면 애초에 안 키웠으면 좋겠어. 맞아. 반려동물 키우기 전에 제대로 공부해야 해. 우리도 다음에 기회 되면 입양 한번 고려해 보자."
103,일반,요즘 에어컨 많이 틀어? 날이 너무 더워서 어쩔 수 없이 틀고 있어. 나도 그래. 근데 전기세가 걱정되더라고. 맞아 나도 그래서 고민이야. 에어컨 사용 시간을 줄이는 게 좋겠지? 응 그리고 선풍기랑 같이 쓰면 좋대. 아 그렇구나. 적정 온도 유지하는 것도 중요하다던데. 맞아 26도에서 28도 사이가 좋다고 하더라.
104,일반,앵무새랑 카나리아 중에 뭐가 더 좋아? 난 앵무새! 말도 배우고 영리해서 좋아. 그래? 난 카나리아가 더 좋아. 노래 부르는 게 너무 예뻐. 맞아 카나리아 소리 좋지. 근데 앵무새는 대화도 할 수 있잖아. 그건 그렇네. 관리는 어느 쪽이 더 쉬울까? 카나리아가 조금 더 쉬울 거야. 앵무새는 관심이 많이 필요해. 둘 다 장단점이 있구나. 새 키우는 건 참 매력적인 것 같아.
105,일반,여보 우리 집에 전기차 충전기 설치하는 거 어때요? 좋은 생각이에요 근데 비용이 많이 들지 않을까요? 정부에서 지원금도 준다고 하더라고요 아 그렇군요 그럼 한번 알아보는 게 좋겠어요 네 내일 전문업체에 문의해볼게요 좋아요 우리도 환경보호에 동참하는 거네요 맞아요 작은 실천이지만 의미 있을 거예요
106,일반,"이번 주말에 국립공원 가기로 했잖아. 응! 근데 날씨 어떨 것 같아? 일기예보 보니까 맑을 거래. 다행이다! 근데 쓰레기 봉투 꼭 챙기자. 응, 맞아. 요즘 등산객들 쓰레기 문제 심각하대. 우리부터라도 조심해야지. 그리고 길에서 야생동물 마주치면 절대 먹이 주면 안 돼."
107,일반,요즘 제로웨이스트 샵 많이 생기던데 가봤어? 응 지난주에 처음 가봤어. 어땠어? 신기하더라. 다양한 제품이 있더라고. 샀어? 고체 샴푸랑 대나무 칫솔 샀어. 써보니까 어때? 적응하는데 시간이 좀 걸리긴 하는데 나쁘지 않아. 나도 한번 가봐야겠다. 같이 갈래? 좋아! 이번 주말에 가자. 지구를 위해 우리가 할 수 있는 게 많은 것 같아.
108,일반,바다 가면 요즘 플라스틱 쓰레기 진짜 많더라. 맞아. 뉴스에서도 해양 오염 심각하다고 하던데. 바닷가에서 쓰레기 줍기 캠페인도 하던데 우리도 한 번 참여해 볼까? 좋아! 작지만 의미 있는 행동이 될 것 같아. 그리고 우리도 일회용품 줄이는 습관 들이자.
109,일반,최근에 환경 보호 캠페인 참여했어? 아니 아직 참여 못했는데 어떤 캠페인이었어? 플라스틱 사용 줄이자는 캠페인이었어. 많은 사람들이 참여해서 플라스틱 쓰레기를 줍더라고. 멋진 활동이다! 다음에는 함께 참여해보자.
110,일반,여보세요? 네 맞아요 제가 지금 뉴스를 보는데 반달가슴곰 개체 수가 늘어났대요 정말요? 그거 정말 좋은 소식인데요 네 맞아요 멸종위기였는데 보호 노력 덕분이래요 우리나라 토종 곰이잖아요 맞아요 천연기념물이기도 하죠 근데 아직 개체 수가 많이 부족하대요 그렇군요 우리도 뭔가 도울 방법이 있을까요? 음 국립공원 방문할 때 규칙을 잘 지키는 것도 도움이 될 거예요 좋은 생각이에요 다음에 가족들과 국립공원 갈 때 꼭 신경 쓰도록 할게요
111,일반,너 토끼 좋아하지? 응 엄청 귀여워. 나 토끼 카페 가본 적 있어? 아니 어디 있는데? 강남에 새로 생겼대. 같이 가볼래? 좋아! 언제 갈까? 이번 주말 어때? 좋아 토끼 만지고 싶다. 근데 토끼 냄새는 안 나? 별로 안 난대. 깨끗하게 관리하면 괜찮아. 그렇구나. 토끼 종류도 여러 가지 있대? 응 앙고라부터 네덜란드 드워프까지 다양해. 와 기대된다. 빨리 가보고 싶어!
112,일반,어제 지진 느꼈어? 응 좀 흔들리더라고. 몇 규모였대? 4.3이래. 꽤 크네. 진원지가 어디였대? 경북 상주 인근이래. 거기 단층이 있나 봐. 맞아 거기 소백산맥 끝자락이잖아. 지진 대비는 해둬야겠어. 응 비상용품이랑 대피로 확인해둬야지.
113,일반,팀장님 이번 프로젝트에 친환경 인증 받는 건 어떨까요 어떤 인증을 말하는 거죠 환경표지 인증이요 제품의 환경성을 인증받는 거예요 흠 어떤 이점이 있나요 기업 이미지도 좋아지고 정부 조달 시장에서도 유리해질 거예요 비용과 시간은 얼마나 걸리나요 약 2개월 정도 소요되고 비용은 제품당 100만원 내외예요 음 검토해볼 만하네요 자세한 계획 세워서 보고해주세요 네 알겠습니다 빠른 시일 내에 준비하겠습니다
114,일반,요즘 미세먼지가 심해서 걱정이야 나도 그래 마스크 없이는 밖에 나가기가 힘들어 실내 공기도 신경 써야 되는데 공기청정기 살까 고민 중이야 좋은 생각이야 근데 식물로도 공기정화가 된다던데 아 맞다 산세베리아나 스파티필룸 같은 거 말이지 응 그런 거 집에 화분 몇 개 두는 것도 좋을 것 같아 그러게 공기도 정화하고 인테리어 효과도 있고 일석이조네 주말에 같이 화분 사러 갈래 좋아 그래서 우리 집도 조금은 더 친환경적으로 만들어보자
115,일반,너 이번 주말에 뭐해? 특별한 계획 없는데 왜? 같이 해양 생물 보호 봉사활동 갈래? 오 좋아 어떤 활동이야? 해변가 쓰레기도 줍고 거북이 알 부화장 정비한대 재밌겠다 근데 왜 갑자기 그런 활동에 관심 생겼어? 최근에 해양 오염의 심각성에 대해 알게 됐거든 그래? 어떤 점이 가장 심각해? 플라스틱 쓰레기로 인한 해양 생물 피해가 너무 크대 그렇구나 그럼 이번 기회에 우리가 조금이라도 도움이 되면 좋겠다 응 같이 가서 의미 있는 시간 보내자
116,일반,"우리 동네에 태양광 발전기 설치한다던데. 진짜? 그럼 전기세 좀 줄어들려나? 아마도, 그리고 친환경이라 좋잖아. 그치, 요즘은 재생에너지가 대세야. 맞아, 앞으로 더 많은 지역에 확대될 것 같아. 근데 설치 비용이 좀 부담될 수도 있겠다. 그래도 장기적으로 보면 이득 아닐까? 그런 것 같아. 나도 관심 가지고 봐야겠어."
117,일반,요즘 전기요금 누진제 때문에 고민이야. 나도 그래. 여름철에 특히 부담되더라고. 어떻게 하면 좋을까? 절전형 가전제품 사용하는 건 어때? 음 그것도 좋은 방법이겠다. 그리고 피크 시간대 전기 사용을 줄이는 것도 도움된대. 아 그렇구나. 피크 시간대가 언제야? 보통 오후 2시부터 5시 사이래. 오 알았어. 그 시간에 세탁기나 건조기 사용을 피해야겠다.
118,일반,부장님 이번 신제품 포장재를 친환경 소재로 바꾸는 건 어떨까요 흠 어떤 장점이 있나 환경 보호에 도움이 되고 소비자들의 반응도 좋을 것 같습니다 비용은 어떻게 되나 기존보다 10% 정도 상승하지만 장기적으로 브랜드 이미지 개선에 도움이 될 거예요 그래 검토해볼 만하네 구체적인 계획을 세워서 보고해주게 네 알겠습니다 최선을 다해 준비하겠습니다
119,일반,"어제 산책하다가 들꽃이 피어 있는 걸 봤어. 요즘 봄이라서 그런지 여기저기 꽃이 많이 보이더라. 맞아, 개나리도 피었고 벚꽃도 곧 필 것 같아. 꽃 구경하러 어디 가볼까? 가까운 공원이나 한강변도 좋을 것 같아. 거기 꽃길이 정말 예쁘지! 사진 찍으면 예쁘게 나올 것 같아. 그러면 주말에 같이 갈래? 좋아!"
120,일반,여보세요 김 부장님 네 실장님 무슨 일이세요? 이번에 회사에서 친환경 정책 도입하려고 하는데 어떻게 생각하세요? 좋은 것 같습니다 어떤 계획이 있으신가요? 일회용품 줄이기랑 재활용 분리수거 강화할 생각입니다 좋은 생각이네요 직원들 참여를 어떻게 유도할까요? 캠페인도 하고 인센티브도 줘보는 게 어떨까요? 괜찮네요 한번 기획해보시죠
121,일반,작년에 태풍 피해가 심각했잖아 맞아 기후 변화 때문에 자연재해가 더 심해진대 우리나라도 이제 태풍 대비를 철저히 해야 할 것 같아 그러게 방재 시설도 늘리고 예보 시스템도 개선해야겠지?
122,일반,여보세요? 네 과장님. 무슨 일이세요? 이번 프로젝트 부지 토양 분석 결과 나왔어? 네 방금 받았습니다. 어떻게 나왔어? pH가 좀 높게 나왔어요. 알칼리성이네. 작물 선택해야겠어. 네 석회암 지대라 그런 것 같아요. 알겠어. 보고서 좀 정리해서 보내줘. 네 알겠습니다 과장님.
123,일반,민지야 우리 학교 옥상에 도시농업 프로젝트 시작한대 정말? 재밌겠다 어떤 작물 기를 수 있대? 상추랑 토마토 같은 채소류부터 시작한대 와 직접 기른 채소 먹을 수 있겠네 맞아 환경 교육도 되고 좋을 것 같아 우리도 참여해볼까? 좋아 내일 담당 선생님께 물어보자
124,일반,너 이번 주말에 뭐해 아직 계획 없는데 왜 우리 동네 하천 정화 봉사 같이 갈래 오 괜찮은데 어떤 활동을 하는 거야 쓰레기도 줍고 수질 개선을 위한 EM 흙공도 던진대 재밌겠다 몇 시에 모이는데 토요일 오전 9시부터 시작이야 알겠어 참가 신청은 어떻게 해 내가 단체 카톡방에 널 추가해줄게 거기서 신청하면 돼 고마워 기대된다
125,일반,요즘 전기차 충전소 많이 생기던데 봤어? 응 나도 봤어. 우리 동네에도 몇 개 생겼더라. 점점 전기차가 많아지나 봐. 맞아. 환경에도 좋고 연료비도 절약되니까. 근데 충전 시간이 오래 걸리지 않아? 요즘은 급속충전기도 많이 설치해서 그것도 개선되고 있대. 아 그렇구나. 나중에 차 바꿀 때 전기차도 고려해봐야겠다. 응 좋은 생각이야. 같이 알아보자
126,일반,여보세요 한국에너지공단입니다 네 안녕하세요 제로에너지건축물 인증에 대해 문의드리려고요 네 어떤 점이 궁금하신가요? 인증 받으면 어떤 혜택이 있나요? 건축기준 완화 취득세 감면 등 다양한 혜택이 있습니다 구체적인 내용은 어디서 확인할 수 있을까요? 저희 홈페이지에 자세히 안내되어 있습니다 혹시 추가로 궁금한 점 있으신가요? 아니요 많은 도움이 되었습니다 감사합니다 네 감사합니다 좋은 하루 되세요
127,일반,오늘 새벽에 눈 왔던데 봤어? 진짜? 출근하느라 못 봤어 응 길에 살짝 쌓여 있더라 너무 예쁘겠다 맞아 눈 오는 날은 왠지 기분이 좋아져 그러게 이번 겨울에는 눈 많이 왔으면 좋겠다
128,일반,여보 우리 집 화분에 있는 식물들이 시들시들해 보여요. 그러게요. 무슨 문제가 있는 걸까요? 물을 너무 많이 줬나? 아니면 햇빛이 부족한가? 음 둘 다 가능성이 있겠네요. 화분 밑으로 물이 잘 빠지나 확인해볼까요? 그래요. 배수가 잘 안 되면 뿌리가 썩을 수 있대요. 맞아요. 그리고 식물마다 필요한 햇빛량이 다르니 찾아봐야겠어요
129,일반,엄마 우리 집 화단에 무슨 흙 써요? 그냥 마트에서 산 거야. 근데 식물이 잘 안 자라는 것 같아요. 그래? 토양 pH 체크해봐야겠다. 어떻게 해요? 시약이나 키트로 할 수 있어. 산성이면 어떡해요? 석회를 좀 섞으면 돼. 염기성이면요? 그럼 유기물을 넣어주면 좋아. 알겠어요. 해볼게요.
130,일반,너네 학교 운동장에 나무 심었다며? 응 맞아. 학교 숲 만들기 프로젝트래. 오 멋지다. 어떤 나무들을 심었어? 느티나무 단풍나무 벚나무 이런 거 심었어. 와 좋겠다. 나중에 나무가 자라면 그늘도 생기고 좋겠어. 맞아. 여름에 시원하고 공기도 좋아질 거래. 너희가 직접 심은 거야? 응 전교생이 다 참여했어. 뿌듯하겠다. 나중에 큰 나무 되면 추억도 되겠어. 그러게. 나무 심는 게 이렇게 의미 있는 일인 줄 몰랐어.
131,일반,너 저번에 간 제주도 어땠어? 좋았어. 특히 만장굴이 인상적이었어. 용암 동굴 맞지? 응 내부가 엄청 시원하더라. 용암이 흐르면서 만들어졌대. 와 신기하다. 주상절리도 봤어? 응 중문 대포해안 갔었어. 육각형 기둥 모양 바위 말이지? 맞아 바다랑 어우러져서 장관이야.
132,일반,요즘 에너지 절약 캠페인 많이 하더라. 응 나도 봤어. 너는 실천하고 있어? 나는 멀티탭 사용하고 있어. 안 쓰는 전자제품 전원 다 끄지. 오 그거 좋은데? 나도 해볼까. 응 해봐. 은근히 도움 돼. 그리고 LED 전구로 바꾸는 것도 추천해. 아 그것도 좋겠다. 이번 주말에 바꿔봐야겠어.
133,일반,오늘 바람 엄청 세게 불던데 너도 느꼈어? 응 출근할 때 우산이 날아갈 뻔했어 그러게 나도 머리 정리하고 나왔는데 다 헝클어졌어 바람이 세면 먼지도 많이 날려서 걱정돼 맞아 창문 열어 놨더니 집 안으로 먼지가 들어왔어 그래서 나 창문 닫고 공기청정기 틀었어 요즘 날씨 변화가 심해서 감기 조심해야 해
134,일반,요즘 친환경 제품 많이 나오던데 써봤어? 응 샴푸바 써봤는데 괜찮더라 플라스틱 용기를 줄일 수 있어서 좋았어 나도 한번 써봐야겠다 천연 성분이라 피부에도 좋대 환경에도 좋고 건강에도 좋고 일석이조네
135,일반,여보 우리 집에 빗물 저금통 설치하는 거 어때요 빗물 저금통이요 그게 뭐예요 비 올 때 빗물을 모아뒀다가 정원에 물 주는 데 쓰는 거예요 아 그렇군요 어떤 장점이 있나요 물도 절약되고 수도세도 줄일 수 있어요 환경에도 좋고요 흠 설치하기 어렵지 않나요 DIY 키트로 나와서 우리가 직접 설치할 수 있대요 그래요 그럼 한번 알아보죠 좋아요 주말에 같이 설치해볼까요
136,일반,너 요즘 SNS에서 '노필터 챌린지' 봤어? 그게 뭔데? 바다거북이 보호를 위해 일회용품 줄이자는 캠페인이야 아 그렇구나 바다거북이랑 일회용품이 무슨 상관이야? 플라스틱 쓰레기를 먹이로 착각해서 먹는대 그래서 많이 죽어가고 있어 몰랐네 그럼 우리도 참여해볼까? 좋아 어떻게 하면 돼? 일회용품 대신 다회용품 쓰는 모습을 SNS에 올리면 돼 간단하네 그럼 내일부터 시작해보자 좋아 작은 실천이 큰 변화를 만들 수 있을 거야
137,일반,너희 집 분리수거 어떻게 해? 우리는 종류별로 박스 만들어뒀어. 오 괜찮은 방법이네. 우리도 해야겠다. 플라스틱은 꼭 씻어서 버려. 라벨도 떼고? 응 가능하면 떼는 게 좋아. 생각보다 귀찮겠다. 처음엔 그래도 습관되면 괜찮아. 재활용률도 높이고 환경에도 좋고. 그렇구나. 나도 열심히 해봐야겠다. 작은 실천이 모이면 변화가 생길 거야.
138,일반,너 혹시 북극곰이 멸종 위기라는 거 알아? 진짜? 난 몰랐어 어떤 이유 때문이래? 지구 온난화 때문에 서식지가 줄어들고 있대 먹이를 구하기도 힘들어진다고 해 그렇구나 우리가 할 수 있는 일은 없을까? 에너지 절약하고 환경보호에 신경 쓰는 게 도움이 될 거야 맞아 작은 노력부터 시작해보자
139,일반,요즘 베란다에서 채소 기르지? 응 상추랑 방울토마토 키워. 어렵지 않아? 처음엔 힘들었는데 요즘은 재밌어. 효과는 있어? 신선한 채소 바로 먹을 수 있어 좋아. 물 많이 안 써? 빗물 모아서 써. 환경에도 좋겠다. 맞아 탄소발자국도 줄이고. 나도 해볼까? 한번 도전해봐. 집에서 하는 친환경 실천이야.
140,일반,과장님 이번 신제품 개발할 때 재활용 가능한 소재 사용하는 건 어떨까요? 좋은 생각이에요 구체적으로 어떤 소재를 고려하고 있나요? 생분해성 플라스틱이나 재활용 금속 같은 것들이요 환경에도 좋고 회사 이미지에도 도움이 될 것 같아요 맞아요 비용은 좀 더 들겠지만 장기적으로 이득이 될 거예요 네 구체적인 계획을 세워서 다음 회의 때 발표해볼게요 좋습니다 기대하고 있을게요
141,일반,안녕하세요 환경부입니다 무엇을 도와드릴까요 아 네 안녕하세요 저희 동네에 재활용 수거함이 부족해서 연락드렸어요 네 말씀해 주신 지역이 어디신가요 서울시 강남구 삼성동이에요 알겠습니다 해당 지역 담당자에게 전달해서 추가 설치를 검토하도록 하겠습니다 감사합니다 언제쯤 결과를 알 수 있을까요 보통 2주 정도 소요됩니다 결과가 나오면 연락드리겠습니다 네 감사합니다 좋은 하루 되세요
142,일반,부장님 이번 공장 증설할 때 친환경 설비 도입하는 건 어떨까요? 구체적으로 어떤 설비를 말씀하시는 건가요? 태양광 패널이나 에너지 저장 시스템 같은 것들이요 음 괜찮은 제안이네요 비용은 얼마나 들까요? 초기 투자비용은 좀 들겠지만 장기적으로 에너지 비용을 절감할 수 있을 겁니다 그렇군요 구체적인 계획안을 만들어보세요 네 알겠습니다 다음 주까지 준비해서 보고드리겠습니다
143,일반,여보세요? 네 저예요 오늘 뉴스 봤어요? 멸종위기 동물 목록이 갱신됐대요 아 그래요? 어떤 동물들이 새로 추가됐나요? 저어새랑 산양이 위기 등급이 올라갔대요 안타깝네요 보호 대책은 있대요? 서식지 보호와 밀렵 방지 등의 노력을 강화한대요 그나마 다행이네요 우리도 뭔가 도울 수 있는 방법 없을까요? 음 환경 단체 후원이나 관련 캠페인 참여도 좋을 것 같아요 좋은 생각이에요 우리도 할 수 있는 걸 찾아보자구요
